"name:ca","nObjectes","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat","informe","type","id","name","regio","admin_level","wikidata","nObjectesEditat","nCasosEditat","nObjectesNomWikidataEditat","nCasosNomWikidataEditat"
"el Molar",27,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Molar_name-name:ca.tsv","relation",343944,"el Molar","Principat",8,"Q1248591",51,45,2,2
"la Molsosa",25,21,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Molsosa_name-name:ca.tsv","relation",342136,"la Molsosa","Principat",8,"Q1901411",52,40,0,0
"la Serratella",23,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Serratella_name-name:ca.tsv","relation",342166,"la Serratella","PV",8,"Q1766247",42,33,0,0
"Beniarjó",27,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Beniarjó_name-name:ca.tsv","relation",346999,"Beniarjó","PV",8,"Q1769910",63,50,0,0
"Castigaleu",20,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Castigaleu_name-name:ca.tsv","relation",345327,"Castigaleu","Franja",8,"Q987456",12,4,0,0
"Caudiers de Conflent",20,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Caudiers de Conflent_name-name:ca.tsv","relation",2912304,"Caudiès-de-Conflent","CatNord",8,"Q190045",4,4,0,0
"Fontanilles",22,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Fontanilles_name-name:ca.tsv","relation",343540,"Fontanilles","Principat",8,"Q13476",50,36,1,1
"Madremanya",21,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Madremanya_name-name:ca.tsv","relation",345038,"Madremanya","Principat",8,"Q13441",61,40,0,0
"Maldà",24,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Maldà_name-name:ca.tsv","relation",342138,"Maldà","Principat",8,"Q1900728",59,38,5,2
"Ordis",28,20,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ordis_name-name:ca.tsv","relation",345515,"Ordis","Principat",8,"Q11796",62,40,0,0
"Puigpelat",30,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Puigpelat_name-name:ca.tsv","relation",345205,"Puigpelat","Principat",8,"Q983559",76,61,0,0
"Ullastrell",33,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ullastrell_name-name:ca.tsv","relation",341894,"Ullastrell","Principat",8,"Q13944",103,65,0,0
"el Palau d'Anglesola",21,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Palau d'Anglesola_name-name:ca.tsv","relation",342499,"el Palau d'Anglesola","Principat",8,"Q1769556",188,121,2,2
"el Pla del Penedès",22,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Pla del Penedès_name-name:ca.tsv","relation",345702,"el Pla del Penedès","Principat",8,"Q1312464",78,58,0,0
"l'Espluga Calba",22,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-l'Espluga Calba_name-name:ca.tsv","relation",346870,"l'Espluga Calba","Principat",8,"Q988836",45,34,0,0
"la Bastida",28,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-la Bastida_name-name:ca.tsv","relation",2919091,"La Bastide","CatNord",8,"Q673917",14,14,0,0
"la Nou de Gaià",20,20,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Nou de Gaià_name-name:ca.tsv","relation",348133,"la Nou de Gaià","Principat",8,"Q1248501",40,28,0,0
"la Portella",20,20,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Portella_name-name:ca.tsv","relation",342836,"la Portella","Principat",8,"Q1902101",62,40,0,0
"Albons",22,19,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Albons_name-name:ca.tsv","relation",348057,"Albons","Principat",8,"Q13463",95,60,0,0
"Balones",19,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Balones_name-name:ca.tsv","relation",346943,"Balones","PV",8,"Q1770144",38,28,1,1
"Bellmunt de Mesquí",23,19,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Bellmunt de Mesquí_name-name:ca.tsv","relation",341056,"Belmonte de San José / Bellmunt de Mesquí","Franja",8,"Q1652468",4,4,0,0
"Benifairó de les Valls",19,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benifairó de les Valls_name-name:ca.tsv","relation",346992,"Benifairó de les Valls","PV",8,"Q1992994",49,45,0,0
"Benilloba",21,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benilloba_name-name:ca.tsv","relation",342416,"Benilloba","PV",8,"Q1770091",51,41,4,2
"Benimuslem",19,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benimuslem_name-name:ca.tsv","relation",346113,"Benimuslem","PV",8,"Q1919328",45,32,0,0
"Espirà de Conflent",19,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Espirà de Conflent_name-name:ca.tsv","relation",2862615,"Espira-de-Conflent","CatNord",8,"Q190160",23,15,0,0
"Figueroles",31,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Figueroles_name-name:ca.tsv","relation",345172,"Figueroles","PV",8,"Q1646916",4,4,0,0
"Ginestar",19,19,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ginestar_name-name:ca.tsv","relation",341696,"Ginestar","Principat",8,"Q683434",74,55,0,0
"Montornès de Segarra",25,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montornès de Segarra_name-name:ca.tsv","relation",346682,"Montornès de Segarra","Principat",8,"Q1905672",37,27,0,0
"Palau de Santa Eulàlia",22,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Palau de Santa Eulàlia_name-name:ca.tsv","relation",345521,"Palau de Santa Eulàlia","Principat",8,"Q11797",63,40,1,1
"Quartell",27,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Quartell_name-name:ca.tsv","relation",343965,"Quartell","PV",8,"Q1993450",66,46,0,0
"Santa Maria de Martorelles",21,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Maria de Martorelles_name-name:ca.tsv","relation",339490,"Santa Maria de Martorelles","Principat",8,"Q15455",75,53,1,1
"Torre-serona",21,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Torre-serona_name-name:ca.tsv","relation",343010,"Torre-serona","Principat",8,"Q577261",74,46,0,0
"Torroja del Priorat",32,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Torroja del Priorat_name-name:ca.tsv","relation",344612,"Torroja del Priorat","Principat",8,"Q745357",29,19,1,1
"Vilanova de Segrià",22,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilanova de Segrià_name-name:ca.tsv","relation",343347,"Vilanova de Segrià","Principat",8,"Q614685",68,58,4,2
"la Bisbal de Falset",19,19,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Bisbal de Falset_name-name:ca.tsv","relation",342340,"la Bisbal de Falset","Principat",8,"Q651003",46,31,1,1
"la Canyada",20,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Canyada_name-name:ca.tsv","relation",343409,"Cañada","PV",8,"Q1553440",65,45,0,0
"la Portellada",25,19,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-la Portellada_name-name:ca.tsv","relation",345855,"La Portellada","Franja",8,"Q1651470",1,1,0,0
"Alfauir",25,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Alfauir_name-name:ca.tsv","relation",340330,"Alfauir","PV",8,"Q1917880",38,24,0,0
"Benavent de Segrià",21,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Benavent de Segrià_name-name:ca.tsv","relation",344259,"Benavent de Segrià","Principat",8,"Q1769713",72,56,0,0
"Benifallim",18,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benifallim_name-name:ca.tsv","relation",342423,"Benifallim","PV",8,"Q930303",32,26,0,0
"Calmella",21,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Calmella_name-name:ca.tsv","relation",27529,"Calmeilles","CatNord",8,"Q7963",8,7,0,0
"Castellfollit de la Roca",30,18,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castellfollit de la Roca_name-name:ca.tsv","relation",347512,"Castellfollit de la Roca","Principat",8,"Q12598",39,30,2,1
"Castellonet de la Conquesta",29,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Castellonet de la Conquesta_name-name:ca.tsv","relation",346387,"Castellonet de la Conquesta","PV",8,"Q1771109",27,22,0,0
"Gavarda",26,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Gavarda_name-name:ca.tsv","relation",343729,"Gavarda","PV",8,"Q957982",7,7,0,0
"Lledó d'Algars",22,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Lledó d'Algars_name-name:ca.tsv","relation",347785,"Lledó / Lledó d'Algars","Franja",8,"Q1644835",23,20,0,0
"Poboleda",23,18,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Poboleda_name-name:ca.tsv","relation",345206,"Poboleda","Principat",8,"Q549598",62,22,1,1
"Rocafort de Queralt",26,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Rocafort de Queralt_name-name:ca.tsv","relation",345489,"Rocafort de Queralt","Principat",8,"Q730040",48,30,0,0
"Sant Mori",23,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Mori_name-name:ca.tsv","relation",344629,"Sant Mori","Principat",8,"Q11844",52,36,1,1
"Senan",22,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Senan_name-name:ca.tsv","relation",339876,"Senan","Principat",8,"Q33197",29,26,0,0
"Siurana",21,18,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Siurana_name-name:ca.tsv","relation",343219,"Siurana","Principat",8,"Q29044",41,27,1,1
"Teulís",25,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Teulís_name-name:ca.tsv","relation",2924113,"Taulis","CatNord",8,"Q1350447",11,6,0,0
"Villores",22,18,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Villores_name-name:ca.tsv","relation",345361,"Villores","PV",8,"Q1767507",6,6,0,0
"el Poal",25,18,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Poal_name-name:ca.tsv","relation",346982,"el Poal","Principat",8,"Q1905512",47,36,0,0
"Alcosser",23,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Alcosser_name-name:ca.tsv","relation",347419,"Alcosser","PV",8,"Q619130",4,4,0,0
"Alió",19,17,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Alió_name-name:ca.tsv","relation",346862,"Alió","Principat",8,"Q983582",99,52,0,0
"Almudaina",18,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Almudaina_name-name:ca.tsv","relation",342789,"Almudaina","PV",8,"Q1770937",17,12,0,0
"Carrícola",19,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Carrícola_name-name:ca.tsv","relation",340351,"Carrícola","PV",8,"Q1917863",28,23,0,0
"Càrcer",18,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Càrcer_name-name:ca.tsv","relation",340507,"Càrcer","PV",8,"Q1904454",69,53,0,0
"Fortaleny",20,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Fortaleny_name-name:ca.tsv","relation",344271,"Fortaleny","PV",8,"Q2264681",60,49,0,0
"Fulleda",17,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Fulleda_name-name:ca.tsv","relation",342360,"Fulleda","Principat",8,"Q1650308",44,28,0,0
"Jóc",20,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Jóc_name-name:ca.tsv","relation",2858743,"Joch","CatNord",8,"Q752284",19,13,0,0
"Quart de les Valls",17,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Quart de les Valls_name-name:ca.tsv","relation",343967,"Quart de les Valls","PV",8,"Q1992994",42,28,0,0
"Viladasens",21,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Viladasens_name-name:ca.tsv","relation",347891,"Viladasens","Principat",8,"Q13455",49,35,2,2
"la Pobla de Mafumet",37,17,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Pobla de Mafumet_name-name:ca.tsv","relation",340526,"la Pobla de Mafumet","Principat",8,"Q1248541",66,45,1,1
"la Torre d'en Besora",17,17,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Torre d'en Besora_name-name:ca.tsv","relation",346719,"la Torre d'en Besora","PV",8,"Q1769731",30,22,0,0
"la Vilella Alta",17,17,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Vilella Alta_name-name:ca.tsv","relation",344925,"la Vilella Alta","Principat",8,"Q761878",22,17,0,0
"Almoines",21,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Almoines_name-name:ca.tsv","relation",344731,"Almoines","PV",8,"Q1650138",78,55,0,0
"Barbens",16,16,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Barbens_name-name:ca.tsv","relation",339818,"Barbens","Principat",8,"Q604286",62,45,0,0
"Bula d'Amunt",17,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Bula d'Amunt_name-name:ca.tsv","relation",1919150,"Boule-d'Amont","CatNord",8,"Q198134",13,13,0,0
"Campllong",19,16,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Campllong_name-name:ca.tsv","relation",344134,"Campllong","Principat",8,"Q13421",65,34,0,0
"Cotes",16,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Cotes_name-name:ca.tsv","relation",343966,"Cotes","PV",8,"Q2046242",4,4,0,0
"Prats i Sansor",23,16,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Prats i Sansor_name-name:ca.tsv","relation",342837,"Prats i Sansor","Principat",8,"Q13757",56,45,0,0
"Sagra",20,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Sagra_name-name:ca.tsv","relation",340932,"Sagra","PV",8,"Q1995214",41,34,0,0
"Sant Andreu Salou",17,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Andreu Salou_name-name:ca.tsv","relation",344933,"Sant Andreu Salou","Principat",8,"Q13449",64,54,0,0
"Sant Guim de la Plana",19,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Guim de la Plana_name-name:ca.tsv","relation",340550,"Sant Guim de la Plana","Principat",8,"Q967526",54,33,0,0
"Sant Joan de Mollet",19,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Joan de Mollet_name-name:ca.tsv","relation",340216,"Sant Joan de Mollet","Principat",8,"Q13447",65,42,0,0
"Torrent",36,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Torrent_name-name:ca.tsv","relation",346724,"Torrent","Principat",8,"Q13572",60,31,0,0
"Vilamaniscle",32,16,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilamaniscle_name-name:ca.tsv","relation",342988,"Vilamaniscle","Principat",8,"Q12165",49,37,0,0
"Aspa",24,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Aspa_name-name:ca.tsv","relation",343320,"Aspa","Principat",8,"Q1770861",30,26,1,1
"Benicull de Xúquer",24,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benicull de Xúquer_name-name:ca.tsv","relation",1821272,"Benicull de Xúquer","PV",8,"Q2074398",58,39,0,0
"Benimarfull",16,15,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benimarfull_name-name:ca.tsv","relation",347657,"Benimarfull","PV",8,"Q1770942",34,25,0,0
"Bufali",15,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Bufali_name-name:ca.tsv","relation",347020,"Bufali","PV",8,"Q591535",22,18,0,0
"L'Albera",15,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-L'Albera_name-name:ca.tsv","relation",2768132,"L'Albère","CatNord",8,"Q1093965",13,9,0,0
"Mollet de Peralada",20,15,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Mollet de Peralada_name-name:ca.tsv","relation",341145,"Mollet de Peralada","Principat",8,"Q11355",47,20,0,0
"Prunet i Belpuig",17,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Prunet i Belpuig_name-name:ca.tsv","relation",1918955,"Prunet-et-Belpuig","CatNord",8,"Q199720",5,5,0,0
"Rafelbunyol",21,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Rafelbunyol_name-name:ca.tsv","relation",346561,"Rafelbunyol","PV",8,"Q1982774",195,122,0,0
"Regencós",18,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Regencós_name-name:ca.tsv","relation",340541,"Regencós","Principat",8,"Q13519",41,33,0,0
"Rodonyà",23,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Rodonyà_name-name:ca.tsv","relation",345491,"Rodonyà","Principat",8,"Q668502",97,65,1,1
"Senyera",15,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Senyera_name-name:ca.tsv","relation",348399,"Senyera","PV",8,"Q1020497",10,8,0,0
"Tarroja de Segarra",16,15,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tarroja de Segarra_name-name:ca.tsv","relation",342732,"Tarroja de Segarra","Principat",8,"Q1901397",57,41,0,0
"Vilamacolum",19,15,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilamacolum_name-name:ca.tsv","relation",342986,"Vilamacolum","Principat",8,"Q12161",57,36,0,0
"Alcàntera de Xúquer",17,14,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Alcàntera de Xúquer_name-name:ca.tsv","relation",340700,"Alcàntera de Xúquer","PV",8,"Q664697",62,48,0,0
"Benavites",22,14,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benavites_name-name:ca.tsv","relation",346996,"Benavites","PV",8,"Q1917827",32,23,0,0
"Tiurana",15,14,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tiurana_name-name:ca.tsv","relation",347642,"Tiurana","Principat",8,"Q1766639",24,18,3,2
"Ullastret",14,14,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ullastret_name-name:ca.tsv","relation",343313,"Ullastret","Principat",8,"Q13589",67,39,2,2
"el Ràfol de Salem",14,14,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Ràfol de Salem_name-name:ca.tsv","relation",342347,"Ráfol de Salem","PV",8,"Q2046233",20,18,0,0
"els Omells de na Gaia",15,14,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-els Omells de na Gaia_name-name:ca.tsv","relation",342497,"els Omells de na Gaia","Principat",8,"Q1900768",51,34,0,0
"la Masó",19,14,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Masó_name-name:ca.tsv","relation",343939,"la Masó","Principat",8,"Q532965",19,17,0,0
"Bellaguarda",14,13,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bellaguarda_name-name:ca.tsv","relation",342830,"Bellaguarda","Principat",8,"Q1769697",41,31,0,0
"Blancafort",14,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Blancafort_name-name:ca.tsv","relation",342334,"Blancafort","Principat",8,"Q654198",58,47,0,0
"Cerdà",20,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Cerdà_name-name:ca.tsv","relation",346372,"Cerdà","PV",8,"Q2047561",34,20,0,0
"Garrigoles",13,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Garrigoles_name-name:ca.tsv","relation",343538,"Garrigoles","Principat",8,"Q13474",43,33,0,0
"Nalec",14,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Nalec_name-name:ca.tsv","relation",346684,"Nalec","Principat",8,"Q378716",34,29,0,0
"Orellà",16,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Orellà_name-name:ca.tsv","relation",2912375,"Oreilla","CatNord",8,"Q1369645",7,6,0,0
"Palmera",13,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Palmera_name-name:ca.tsv","relation",342670,"Palmera","PV",8,"Q1443622",48,33,0,0
"Parlavà",14,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Parlavà_name-name:ca.tsv","relation",340870,"Parlavà","Principat",8,"Q13516",65,42,1,1
"Rafelcofer",17,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Rafelcofer_name-name:ca.tsv","relation",346552,"Rafelcofer","PV",8,"Q1313084",71,45,0,0
"Rupià",13,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Rupià_name-name:ca.tsv","relation",344927,"Rupià","Principat",8,"Q13520",35,29,0,0
"Sant Joanet",13,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Sant Joanet_name-name:ca.tsv","relation",348831,"Sant Joanet","PV",8,"Q2269982",35,27,0,0
"Tellet",14,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Tellet_name-name:ca.tsv","relation",2768134,"Taillet","CatNord",8,"Q7157",1,1,0,0
"Vila-sacra",18,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vila-sacra_name-name:ca.tsv","relation",347611,"Vila-sacra","Principat",8,"Q1043496",98,69,1,1
"el Lloar",20,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Lloar_name-name:ca.tsv","relation",345946,"el Lloar","Principat",8,"Q1233519",26,18,1,1
"el Rourell",16,13,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Rourell_name-name:ca.tsv","relation",345493,"el Rourell","Principat",8,"Q1229633",25,18,0,0
"el Soleràs",13,13,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Soleràs_name-name:ca.tsv","relation",347348,"el Soleràs","Principat",8,"Q783127",33,31,0,0
"Benimassot",12,12,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benimassot_name-name:ca.tsv","relation",347656,"Benimassot","PV",8,"Q1770191",25,20,1,1
"Faura",14,12,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Faura_name-name:ca.tsv","relation",344268,"Faura","PV",8,"Q762373",77,60,0,0
"Guadasséquies",18,12,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Guadasséquies_name-name:ca.tsv","relation",339507,"Guadasséquies","PV",8,"Q2264659",17,12,0,0
"Novetlè",32,12,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Novetlè_name-name:ca.tsv","relation",342675,"Novetlè / Novelé","PV",8,"Q2041843",37,16,0,0
"Sant Hipòlit de Voltregà",12,12,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Hipòlit de Voltregà_name-name:ca.tsv","relation",343447,"Sant Hipòlit de Voltregà","Principat",8,"Q13820",119,86,0,0
"Sant Miquel de Fluvià",21,12,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Miquel de Fluvià_name-name:ca.tsv","relation",344626,"Sant Miquel de Fluvià","Principat",8,"Q11837",70,45,1,1
"Sunyer",12,12,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sunyer_name-name:ca.tsv","relation",342731,"Sunyer","Principat",8,"Q1917529",42,28,1,1
"Vilaür",13,12,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilaür_name-name:ca.tsv","relation",342993,"Vilaür","Principat",8,"Q12177",79,45,1,1
"els Torms",12,12,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-els Torms_name-name:ca.tsv","relation",347636,"els Torms","Principat",8,"Q1769629",18,17,0,0
"la Torre d'en Doménec",12,12,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Torre d'en Doménec_name-name:ca.tsv","relation",341846,"la Torre d'en Doménec","PV",8,"Q1646184",36,26,0,0
