"name:ca","nObjectes","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat","informe","type","id","name","regio","admin_level","wikidata","nObjectesEditat","nCasosEditat","nObjectesNomWikidataEditat","nCasosNomWikidataEditat"
"Cervera del Maestrat",146,145,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Cervera del Maestrat_name-name:ca.tsv","relation",344861,"Cervera del Maestre","PV",8,"Q1646175",40,40,0,0
"Sant Sadurní d'Anoia",217,145,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Sadurní d'Anoia_name-name:ca.tsv","relation",347477,"Sant Sadurní d'Anoia","Principat",8,"Q984508",435,255,5,4
"Lladurs",168,144,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Lladurs_name-name:ca.tsv","relation",346349,"Lladurs","Principat",8,"Q1900792",155,140,5,5
"Parets del Vallès",188,144,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Parets del Vallès_name-name:ca.tsv","relation",341410,"Parets del Vallès","Principat",8,"Q15437",404,259,4,4
"Sant Joan",145,144,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Sant Joan_name-name:ca.tsv","relation",346803,"Sant Joan","Illes",8,"Q692920",209,162,1,1
"Torà",190,144,5,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Torà_name-name:ca.tsv","relation",347643,"Torà","Principat",8,"Q1766628",230,174,1,1
"Benifallet",157,143,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Benifallet_name-name:ca.tsv","relation",342342,"Benifallet","Principat",8,"Q1228593",209,158,3,3
"Bocairent",151,143,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Bocairent_name-name:ca.tsv","relation",346688,"Bocairent","PV",8,"Q574105",202,135,0,0
"Sant Hilari Sacalm",203,143,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Hilari Sacalm_name-name:ca.tsv","relation",340206,"Sant Hilari Sacalm","Principat",8,"Q13639",382,255,2,2
"Xodos",167,143,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Xodos_name-name:ca.tsv","relation",340178,"Xodos / Chodos","PV",8,"Q1768688",248,168,0,0
"les Planes d'Hostoles",208,143,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-les Planes d'Hostoles_name-name:ca.tsv","relation",345220,"les Planes d'Hostoles","Principat",8,"Q12625",235,148,1,1
"Alcarràs",185,142,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Alcarràs_name-name:ca.tsv","relation",343632,"Alcarràs","Principat",8,"Q1772290",363,228,2,2
"Cornellà del Bercol",215,142,12,12,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Cornellà del Bercol_name-name:ca.tsv","relation",271429,"Corneilla-del-Vercol","CatNord",8,"Q191063",1,1,0,0
"Pallejà",215,142,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Pallejà_name-name:ca.tsv","relation",341413,"Pallejà","Principat",8,"Q15627",235,131,3,3
"Vilademuls",182,142,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilademuls_name-name:ca.tsv","relation",347898,"Vilademuls","Principat",8,"Q13620",250,205,2,2
"Vilobí d'Onyar",213,142,5,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilobí d'Onyar_name-name:ca.tsv","relation",347610,"Vilobí d'Onyar","Principat",8,"Q13718",241,196,0,0
"la Serra d'en Galceran",148,142,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Serra d'en Galceran_name-name:ca.tsv","relation",342164,"Sierra Engarcerán","PV",8,"Q1635361",118,106,0,0
"Caldes de Malavella",172,141,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Caldes de Malavella_name-name:ca.tsv","relation",344129,"Caldes de Malavella","Principat",8,"Q13064",549,328,2,2
"Muro d'Alcoi",190,141,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Muro d'Alcoi_name-name:ca.tsv","relation",341981,"Muro de Alcoy","PV",8,"Q1768714",148,101,1,1
"Pineda de Mar",152,141,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Pineda de Mar_name-name:ca.tsv","relation",345696,"Pineda de Mar","Principat",8,"Q12552",785,385,8,8
"Tiana",197,141,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tiana_name-name:ca.tsv","relation",343671,"Tiana","Principat",8,"Q12026",302,183,2,2
"es Castell",177,141,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Illes-es Castell_name-name:ca.tsv","relation",1809108,"es Castell","Illes",8,"Q941533",267,161,0,0
"Canyelles",200,140,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Canyelles_name-name:ca.tsv","relation",344062,"Canyelles","Principat",8,"Q15559",424,256,1,1
"Castellbell i el Vilar",217,140,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castellbell i el Vilar_name-name:ca.tsv","relation",339614,"Castellbell i el Vilar","Principat",8,"Q16684",330,228,3,3
"Vimbodí i Poblet",186,140,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vimbodí i Poblet_name-name:ca.tsv","relation",344920,"Vimbodí i Poblet","Principat",8,"Q776730",201,148,0,0
"Corbera de Llobregat",172,139,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Corbera de Llobregat_name-name:ca.tsv","relation",339967,"Corbera de Llobregat","Principat",8,"Q15601",645,455,3,3
"Isàvena",157,139,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Isàvena_name-name:ca.tsv","relation",345764,"Isábena","Franja",8,"Q984623",7,5,0,0
"Rialp",174,139,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Rialp_name-name:ca.tsv","relation",344946,"Rialp","Principat",8,"Q12686",179,109,1,1
"Sant Pere de Torelló",157,139,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Pere de Torelló_name-name:ca.tsv","relation",342903,"Sant Pere de Torelló","Principat",8,"Q13828",355,231,7,3
"Viladrau",234,139,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Viladrau_name-name:ca.tsv","relation",342991,"Viladrau","Principat",8,"Q13858",269,201,0,0
"Òdena",178,139,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Òdena_name-name:ca.tsv","relation",345423,"Òdena","Principat",8,"Q15957",300,203,0,0
"Cabrils",169,138,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cabrils_name-name:ca.tsv","relation",348824,"Cabrils","Principat",8,"Q12083",374,258,2,2
"Canovelles",180,138,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Canovelles_name-name:ca.tsv","relation",344060,"Canovelles","Principat",8,"Q15402",368,239,4,4
"Montmajor",148,138,6,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montmajor_name-name:ca.tsv","relation",340382,"Montmajor","Principat",8,"Q15522",115,99,2,2
"Sant Joan de Pladecorts",208,138,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Sant Joan de Pladecorts_name-name:ca.tsv","relation",1664419,"Saint-Jean-Pla-de-Corts","CatNord",8,"Q8657",9,7,0,0
"Vilaplana",172,138,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilaplana_name-name:ca.tsv","relation",340201,"Vilaplana","Principat",8,"Q985600",192,150,0,0
"les Coves de Vinromà",157,138,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-les Coves de Vinromà_name-name:ca.tsv","relation",340175,"les Coves de Vinromà","PV",8,"Q1646761",177,138,0,0
"Atzeneta del Maestrat",168,137,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Atzeneta del Maestrat_name-name:ca.tsv","relation",344301,"Atzeneta del Maestrat","PV",8,"Q1635908",170,144,0,0
"Balaguer",163,137,5,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Balaguer_name-name:ca.tsv","relation",339817,"Balaguer","Principat",8,"Q696797",600,271,11,8
"Querol",168,137,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Querol_name-name:ca.tsv","relation",340856,"Querol","Principat",8,"Q927992",271,217,0,0
"Sant Mateu de Bages",193,137,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Mateu de Bages_name-name:ca.tsv","relation",340447,"Sant Mateu de Bages","Principat",8,"Q16732",193,144,4,4
"Seva",220,137,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Seva_name-name:ca.tsv","relation",346437,"Seva","Principat",8,"Q13839",390,275,1,1
"Deià",157,136,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Deià_name-name:ca.tsv","relation",342915,"Deià","Illes",8,"Q233337",130,97,4,4
"Guardiola de Berguedà",159,136,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Guardiola de Berguedà_name-name:ca.tsv","relation",346617,"Guardiola de Berguedà","Principat",8,"Q15519",234,129,2,2
"Torrelles de Llobregat",212,136,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Torrelles de Llobregat_name-name:ca.tsv","relation",346099,"Torrelles de Llobregat","Principat",8,"Q15650",353,238,2,2
"Esparreguera",164,135,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Esparreguera_name-name:ca.tsv","relation",339971,"Esparreguera","Principat",8,"Q15620",534,361,9,9
"Picassent",212,135,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Picassent_name-name:ca.tsv","relation",346851,"Picassent","PV",8,"Q10863",393,284,0,0
"Les Paüls",150,134,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Les Paüls_name-name:ca.tsv","relation",345485,"Laspaúles","Franja",8,"Q371846",15,13,0,0
"Massamagrell",148,134,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Massamagrell_name-name:ca.tsv","relation",343638,"Massamagrell","PV",8,"Q1313044",463,237,0,0
"Reiners",230,134,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Reiners_name-name:ca.tsv","relation",401880,"Reynès","CatNord",8,"Q6627",34,26,0,0
"Sallagosa",169,134,5,3,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Sallagosa_name-name:ca.tsv","relation",74277,"Saillagouse","CatNord",8,"Q582724",10,8,1,1
"Josa i Tuixén",166,133,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Josa i Tuixén_name-name:ca.tsv","relation",345922,"Josa i Tuixén","Principat",8,"Q984429",113,75,1,1
"Llinars del Vallès",204,133,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Llinars del Vallès_name-name:ca.tsv","relation",345398,"Llinars del Vallès","Principat",8,"Q15423",523,319,0,0
"Llupià",164,133,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Llupià_name-name:ca.tsv","relation",23308,"Llupia","CatNord",8,"Q189983",30,20,0,0
"Sant Gregori",208,133,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Gregori_name-name:ca.tsv","relation",340209,"Sant Gregori","Principat",8,"Q13448",333,207,2,2
"Vall de Roures",161,133,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Vall de Roures_name-name:ca.tsv","relation",339573,"Valderrobres / Vall de Roures","Franja",8,"Q1641285",47,41,0,0
"el Brull",176,133,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Brull_name-name:ca.tsv","relation",343717,"el Brull","Principat",8,"Q13775",192,156,0,0
"Avià",143,132,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Avià_name-name:ca.tsv","relation",347958,"Avià","Principat",8,"Q15495",162,112,1,1
"Bao",195,132,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Bao_name-name:ca.tsv","relation",18478,"Baho","CatNord",8,"Q1059798",13,8,0,0
"Callosa d'en Sarrià",177,132,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Callosa d'en Sarrià_name-name:ca.tsv","relation",347946,"Callosa d'en Sarrià","PV",8,"Q1770160",322,130,0,0
"Prats de Lluçanès",141,132,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Prats de Lluçanès_name-name:ca.tsv","relation",341046,"Prats de Lluçanès","Principat",8,"Q13814",182,146,0,0
"Montesquiu d'Albera",184,131,6,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Montesquiu d'Albera_name-name:ca.tsv","relation",2548784,"Montesquieu-des-Albères","CatNord",8,"Q8997",7,4,0,0
"Talteüll",160,131,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Talteüll_name-name:ca.tsv","relation",2593113,"Tautavel","CatNord",8,"Q689491",4,4,0,0
"la Cellera de Ter",204,131,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Cellera de Ter_name-name:ca.tsv","relation",342518,"la Cellera de Ter","Principat",8,"Q13641",325,138,2,2
"la Romana",148,131,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Romana_name-name:ca.tsv","relation",340931,"la Romana","PV",8,"Q1752019",85,47,0,0
"la Selva del Camp",189,131,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Selva del Camp_name-name:ca.tsv","relation",339873,"la Selva del Camp","Principat",8,"Q1230100",309,200,2,2
"Consell",157,130,7,7,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Consell_name-name:ca.tsv","relation",342917,"Consell","Illes",8,"Q950889",146,113,0,0
"Manlleu",200,130,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Manlleu_name-name:ca.tsv","relation",340920,"Manlleu","Principat",8,"Q13804",654,316,4,4
"Ribera d'Urgellet",159,130,4,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ribera d'Urgellet_name-name:ca.tsv","relation",344942,"Ribera d'Urgellet","Principat",8,"Q1646576",120,93,3,3
"la Seu d'Urgell",154,130,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Seu d'Urgell_name-name:ca.tsv","relation",347353,"la Seu d'Urgell","Principat",8,"Q673412",504,237,4,4
"Òpol i Perellós",160,130,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Òpol i Perellós_name-name:ca.tsv","relation",2815369,"Opoul-Périllos","CatNord",8,"Q1369116",10,9,0,0
"el Pinós",181,129,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Pinós_name-name:ca.tsv","relation",345285,"el Pinós / Pinoso","PV",8,"Q1751965",21,21,0,0
"la Pobla de Lillet",154,129,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Pobla de Lillet_name-name:ca.tsv","relation",345694,"la Pobla de Lillet","Principat",8,"Q15529",164,132,1,1
"Alfara de Carles",143,128,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Alfara de Carles_name-name:ca.tsv","relation",342695,"Alfara de Carles","Principat",8,"Q1228602",163,140,0,0
"Flix",193,128,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Flix_name-name:ca.tsv","relation",341701,"Flix","Principat",8,"Q548045",250,174,0,0
"Mislata",141,128,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Mislata_name-name:ca.tsv","relation",343648,"Mislata","PV",8,"Q12442",65,52,0,0
"Algemesí",258,127,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Algemesí_name-name:ca.tsv","relation",341537,"Algemesí","PV",8,"Q1649476",191,124,0,0
"Sant Joan de les Abadesses",158,127,3,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Joan de les Abadesses_name-name:ca.tsv","relation",340204,"Sant Joan de les Abadesses","Principat",8,"Q12339",345,205,2,2
"Toses",216,127,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Toses_name-name:ca.tsv","relation",343309,"Toses","Principat",8,"Q12352",179,99,0,0
"el Port de la Selva",179,127,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Port de la Selva_name-name:ca.tsv","relation",340545,"el Port de la Selva","Principat",8,"Q11811",268,178,2,2
"la Ràpita",142,127,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Ràpita_name-name:ca.tsv","relation",345495,"la Ràpita","Principat",8,"Q767011",506,283,2,2
"Cruïlles, Monells i Sant Sadurní de l'Heura",147,126,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cruïlles, Monells i Sant Sadurní de l'Heura_name-name:ca.tsv","relation",341395,"Cruïlles, Monells i Sant Sadurní de l'Heura","Principat",8,"Q13466",325,214,2,2
"Llubí",130,126,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Llubí_name-name:ca.tsv","relation",342598,"Llubí","Illes",8,"Q185409",169,130,1,1
"Montuïri",142,126,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Montuïri_name-name:ca.tsv","relation",342605,"Montuïri","Illes",8,"Q983467",192,148,0,0
"Olocau",156,126,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Olocau_name-name:ca.tsv","relation",342673,"Olocau","PV",8,"Q122208",140,114,0,0
"Sant Julià de Lòria",228,126,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Andorra-Sant Julià de Lòria_name-name:ca.tsv","relation",2804759,"Sant Julià de Lòria","Andorra",7,"Q24282",112,64,5,5
"Tona",151,126,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tona_name-name:ca.tsv","relation",343670,"Tona","Principat",8,"Q13853",399,218,2,2
"Benicarló",150,125,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benicarló_name-name:ca.tsv","relation",344583,"Benicarló","PV",8,"Q817302",286,206,0,0
"Font-rubí",138,125,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Font-rubí_name-name:ca.tsv","relation",342064,"Font-rubí","Principat",8,"Q984398",166,146,0,0
"Roda de Berà",171,125,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Roda de Berà_name-name:ca.tsv","relation",345490,"Roda de Berà","Principat",8,"Q1229622",534,371,2,2
"Vilanova de Sau",181,125,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilanova de Sau_name-name:ca.tsv","relation",344520,"Vilanova de Sau","Principat",8,"Q13859",119,94,1,1
"Gavet de la Conca",134,124,6,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Gavet de la Conca_name-name:ca.tsv","relation",342364,"Gavet de la Conca","Principat",8,"Q18260",124,99,6,6
"Montellà i Martinet",146,124,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montellà i Martinet_name-name:ca.tsv","relation",342143,"Montellà i Martinet","Principat",8,"Q13756",231,131,0,0
"Roquetes",143,124,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Roquetes_name-name:ca.tsv","relation",345492,"Roquetes","Principat",8,"Q762516",364,278,2,2
"Centelles",166,123,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Centelles_name-name:ca.tsv","relation",344374,"Centelles","Principat",8,"Q13773",343,206,7,5
"Forallac",133,123,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Forallac_name-name:ca.tsv","relation",341396,"Forallac","Principat",8,"Q13475",353,191,1,1
"Vilallonga",145,123,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Vilallonga_name-name:ca.tsv","relation",343511,"Vilallonga / Villalonga","PV",8,"Q1993779",146,117,0,0
"Castell de Castells",137,122,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Castell de Castells_name-name:ca.tsv","relation",344403,"Castell de Castells","PV",8,"Q1753070",132,88,1,1
"Castellterçol",188,122,6,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castellterçol_name-name:ca.tsv","relation",344377,"Castellterçol","Principat",8,"Q15408",239,173,1,1
"Montornès del Vallès",137,122,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montornès del Vallès_name-name:ca.tsv","relation",344964,"Montornès del Vallès","Principat",8,"Q15433",408,225,9,7
"Montroig",137,122,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Montroig_name-name:ca.tsv","relation",343242,"Monroyo / Montroig","Franja",8,"Q1651239",28,22,0,0
"Ortafà",164,122,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Ortafà_name-name:ca.tsv","relation",269776,"Ortaffa","CatNord",8,"Q784153",5,5,0,0
"Rupit i Pruit",147,122,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Rupit i Pruit_name-name:ca.tsv","relation",342961,"Rupit i Pruit","Principat",8,"Q13816",201,121,0,0
"Santa Maria d'Oló",161,122,3,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Maria d'Oló_name-name:ca.tsv","relation",339509,"Santa Maria d'Oló","Principat",8,"Q16735",180,113,1,1
"Vilanova de Meià",132,122,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilanova de Meià_name-name:ca.tsv","relation",343348,"Vilanova de Meià","Principat",8,"Q1766727",136,114,0,0
"el Poble Nou de Benitatxell",182,122,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Poble Nou de Benitatxell_name-name:ca.tsv","relation",345269,"el Poble Nou de Benitatxell / Benitachell","PV",8,"Q817349",58,36,0,0
"l'Espluga de Francolí",143,122,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-l'Espluga de Francolí_name-name:ca.tsv","relation",346235,"l'Espluga de Francolí","Principat",8,"Q1229283",259,181,0,0
"Cornellà de la Ribera",268,121,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Cornellà de la Ribera_name-name:ca.tsv","relation",1664392,"Corneilla-la-Rivière","CatNord",8,"Q197709",28,10,0,0
"Os de Balaguer",129,121,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Os de Balaguer_name-name:ca.tsv","relation",342495,"Os de Balaguer","Principat",8,"Q1646906",232,171,2,2
"Pontils",142,121,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Pontils_name-name:ca.tsv","relation",339877,"Pontils","Principat",8,"Q1248581",161,150,0,0
"Rajadell",165,121,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Rajadell_name-name:ca.tsv","relation",339862,"Rajadell","Principat",8,"Q16727",224,136,1,1
"Torrebesses",182,121,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Torrebesses_name-name:ca.tsv","relation",347638,"Torrebesses","Principat",8,"Q1766657",94,69,0,0
"Vallgorguina",216,121,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vallgorguina_name-name:ca.tsv","relation",341898,"Vallgorguina","Principat",8,"Q15458",281,168,1,1
"l'Alfàs del Pi",165,121,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-l'Alfàs del Pi_name-name:ca.tsv","relation",345031,"l'Alfàs del Pi","PV",8,"Q619126",524,345,0,0
"Canet de Mar",223,120,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Canet de Mar_name-name:ca.tsv","relation",344061,"Canet de Mar","Principat",8,"Q12114",483,272,3,3
"Cardona",142,120,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cardona_name-name:ca.tsv","relation",344066,"Cardona","Principat",8,"Q16683",256,174,4,4
"Pena-roja de Tastavins",133,120,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Pena-roja de Tastavins_name-name:ca.tsv","relation",342910,"Peñarroya de Tastavíns / Pena-roja de Tastavins","Franja",8,"Q539588",34,31,0,0
"Sant Feliu de Codines",136,120,5,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Feliu de Codines_name-name:ca.tsv","relation",340975,"Sant Feliu de Codines","Principat",8,"Q15444",288,208,1,1
"Sant Vicenç de Castellet",143,120,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Vicenç de Castellet_name-name:ca.tsv","relation",346446,"Sant Vicenç de Castellet","Principat",8,"Q16734",322,209,4,4
"Trullars",170,120,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Trullars_name-name:ca.tsv","relation",23315,"Trouillas","CatNord",8,"Q199789",9,3,0,0
"Calella",159,119,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Calella_name-name:ca.tsv","relation",348412,"Calella","Principat",8,"Q12540",373,192,4,3
"Creixell",133,119,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Creixell_name-name:ca.tsv","relation",346231,"Creixell","Principat",8,"Q1020556",359,225,1,1
"Llavorsí",136,119,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Llavorsí_name-name:ca.tsv","relation",346347,"Llavorsí","Principat",8,"Q12682",97,80,2,2
"Onil",173,119,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Onil_name-name:ca.tsv","relation",341449,"Onil","PV",8,"Q587785",38,16,0,0
"Pradell de la Teixeta",164,119,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Pradell de la Teixeta_name-name:ca.tsv","relation",345214,"Pradell de la Teixeta","Principat",8,"Q1233450",104,78,1,1
"Sant Aniol de Finestres",164,119,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Aniol de Finestres_name-name:ca.tsv","relation",342522,"Sant Aniol de Finestres","Principat",8,"Q12653",215,162,1,1
"Vilafranca",133,119,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Vilafranca_name-name:ca.tsv","relation",341841,"Vilafranca / Villafranca del Cid","PV",8,"Q537017",31,22,0,0
"Biar",148,118,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Biar_name-name:ca.tsv","relation",345272,"Biar","PV",8,"Q1763764",135,102,0,0
"Sant Llorenç de Cerdans",161,118,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Sant Llorenç de Cerdans_name-name:ca.tsv","relation",2924304,"Saint-Laurent-de-Cerdans","CatNord",8,"Q199742",24,24,0,0
"Montgat",189,117,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montgat_name-name:ca.tsv","relation",345526,"Montgat","Principat",8,"Q12022",310,145,2,2
"Sant Esteve de la Sarga",131,117,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Esteve de la Sarga_name-name:ca.tsv","relation",340549,"Sant Esteve de la Sarga","Principat",8,"Q18267",198,147,5,5
"Agramunt",130,116,4,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Agramunt_name-name:ca.tsv","relation",348147,"Agramunt","Principat",8,"Q1778278",469,276,2,2
"Aiguafreda",169,116,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Aiguafreda_name-name:ca.tsv","relation",347953,"Aiguafreda","Principat",8,"Q15389",214,120,2,2
"Busot",140,116,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Busot_name-name:ca.tsv","relation",345284,"Busot","PV",8,"Q1749271",113,80,0,0
"Santa Margarida de Montbui",147,116,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Margarida de Montbui_name-name:ca.tsv","relation",339492,"Santa Margarida de Montbui","Principat",8,"Q15968",261,173,2,2
"la Palma de Cervelló",145,116,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Palma de Cervelló_name-name:ca.tsv","relation",342960,"la Palma de Cervelló","Principat",8,"Q15630",288,131,3,3
"Culla",123,115,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Culla_name-name:ca.tsv","relation",340174,"Culla","PV",8,"Q1983206",138,114,0,0
"Santa Maria de Palautordera",159,115,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Maria de Palautordera_name-name:ca.tsv","relation",339515,"Santa Maria de Palautordera","Principat",8,"Q15456",501,304,1,1
