"# Generated by write_osm_objects_report from LangToolsOSM 0.0.12 with parameters: lang=ca, area=['name:en'='Korea'], filters=nwr['name'][wikidata][!'name:ca'][place=city], extra_tag=('name:ca', 'alt_name:ca', 'alt_name')"	""	""	""	""	""	""	""	""	""	""
"node"	"358015496"	"정읍시"	""	""	""	"Jeongeup"	"Jeongeup"	"Q42141"	"int_name=Jeongeup, name:de=Jeongeup, name:en=Jeongeup-si, name:es=Jeongeup, name:et=Jeongeup, name:fr=Jeongeup, name:ja=井邑市, name:ja_kana=ちょんうぷ, name:ko=정읍시, name:ko-Hani=井邑市, name:ko-Latn=Jeongeup-si, name:zh=井邑市"	"{'int_name': 'Jeongeup', 'name': '정읍시', 'name:de': 'Jeongeup', 'name:en': 'Jeongeup-si', 'name:es': 'Jeongeup', 'name:et': 'Jeongeup', 'name:fr': 'Jeongeup', 'name:ja': '井邑市', 'name:ja_kana': 'ちょんうぷ', 'name:ko': '정읍시', 'name:ko-Hani': '井邑市', 'name:ko-Latn': 'Jeongeup-si', 'name:zh': '井邑市', 'place': 'city', 'population': '110194', 'population:date': '2015', 'source:population': 'Korean Wikipedia', 'wikidata': 'Q42141', 'wikipedia': 'ko:정읍시'}"
"node"	"358015505"	"통영시"	""	""	""	"Tongyeong"	""	"Q42152"	"int_name=Tongyeong, name:de=Tongyeong, name:en=Tongyeong-si, name:es=Tongyeong, name:et=Tongyeong, name:fr=Tongyeong, name:ja=統営市, name:ja_kana=とんよん, name:ko=통영시, name:ko-Hani=統營市, name:ko-Latn=Tongyeong-si, name:ru=Чхунму, name:zh=统营市"	"{'int_name': 'Tongyeong', 'name': '통영시', 'name:de': 'Tongyeong', 'name:en': 'Tongyeong-si', 'name:es': 'Tongyeong', 'name:et': 'Tongyeong', 'name:fr': 'Tongyeong', 'name:ja': '統営市', 'name:ja_kana': 'とんよん', 'name:ko': '통영시', 'name:ko-Hani': '統營市', 'name:ko-Latn': 'Tongyeong-si', 'name:ru': 'Чхунму', 'name:zh': '统营市', 'place': 'city', 'population': '139719', 'population:date': '2013', 'source:population': 'https://ko.wikipedia.org/wiki/%ED%86%B5%EC%98%81%EC%8B%9C', 'wikidata': 'Q42152'}"
"node"	"358015507"	"상주시"	""	""	""	"Sangju"	""	"Q42163"	"int_name=Sangju, name:de=Sangju, name:en=Sangju-si, name:es=Sangju, name:et=Sangju, name:fr=Sangju, name:ja=尚州市, name:ja_kana=さんじゅ, name:ko=상주시, name:ko-Hani=尚州市, name:ko-Latn=Sangju-si, name:ru=Санджу, name:zh=尚州市"	"{'int_name': 'Sangju', 'name': '상주시', 'name:de': 'Sangju', 'name:en': 'Sangju-si', 'name:es': 'Sangju', 'name:et': 'Sangju', 'name:fr': 'Sangju', 'name:ja': '尚州市', 'name:ja_kana': 'さんじゅ', 'name:ko': '상주시', 'name:ko-Hani': '尚州市', 'name:ko-Latn': 'Sangju-si', 'name:ru': 'Санджу', 'name:zh': '尚州市', 'place': 'city', 'population': '100947', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%83%81%EC%A3%BC%EC%8B%9C', 'wikidata': 'Q42163'}"
"node"	"358015515"	"보령시"	""	""	""	"Boryeong"	"Boryeong"	"Q42098"	"int_name=Boryeong, name:de=Boryeong, name:en=Boryeong-si, name:es=Boryeong, name:et=Boryeong, name:fr=Boryeong, name:ja=保寧市, name:ja_kana=ぼりょん, name:ko=보령시, name:ko-Hani=保寧市, name:ko-Latn=Boryeong-si, name:zh=保宁市, name:zh-Hant=保寧市"	"{'int_name': 'Boryeong', 'name': '보령시', 'name:de': 'Boryeong', 'name:en': 'Boryeong-si', 'name:es': 'Boryeong', 'name:et': 'Boryeong', 'name:fr': 'Boryeong', 'name:ja': '保寧市', 'name:ja_kana': 'ぼりょん', 'name:ko': '보령시', 'name:ko-Hani': '保寧市', 'name:ko-Latn': 'Boryeong-si', 'name:zh': '保宁市', 'name:zh-Hant': '保寧市', 'place': 'city', 'population': '103620', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EB%B3%B4%EB%A0%B9%EC%8B%9C', 'wikidata': 'Q42098', 'wikipedia': 'ko:보령시'}"
"node"	"358015517"	"김제시"	""	""	""	"Gimje"	"Gimje"	"Q42077"	"int_name=Gimje, name:de=Gimje, name:en=Gimje, name:es=Gimje, name:fr=Gimje, name:ja=金堤市, name:ja-Hira=きむじぇ, name:ko=김제시, name:ko-Hani=金堤市, name:ko-Latn=Gimje-si, name:zh=金堤市"	"{'int_name': 'Gimje', 'name': '김제시', 'name:de': 'Gimje', 'name:en': 'Gimje', 'name:es': 'Gimje', 'name:fr': 'Gimje', 'name:ja': '金堤市', 'name:ja-Hira': 'きむじぇ', 'name:ko': '김제시', 'name:ko-Hani': '金堤市', 'name:ko-Latn': 'Gimje-si', 'name:zh': '金堤市', 'place': 'city', 'population': '87782', 'population:date': '2016', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B9%80%EC%A0%9C%EC%8B%9C', 'wikidata': 'Q42077', 'wikipedia': 'en:Gimje'}"
"node"	"358015526"	"영주시"	""	""	""	"Yeongju"	""	"Q42126"	"int_name=Yeongju, name:de=Yeongju, name:en=Yeongju-si, name:es=Yeongju, name:et=Yeongju, name:fr=Yeongju, name:ja=栄州市, name:ja_kana=よんじゅ, name:ko=영주시, name:ko-Hani=榮州市, name:ko-Latn=Yeongju-si, name:ru=Йонджу, name:zh=荣州市, name:zh-Hant=榮州市"	"{'int_name': 'Yeongju', 'name': '영주시', 'name:de': 'Yeongju', 'name:en': 'Yeongju-si', 'name:es': 'Yeongju', 'name:et': 'Yeongju', 'name:fr': 'Yeongju', 'name:ja': '栄州市', 'name:ja_kana': 'よんじゅ', 'name:ko': '영주시', 'name:ko-Hani': '榮州市', 'name:ko-Latn': 'Yeongju-si', 'name:ru': 'Йонджу', 'name:zh': '荣州市', 'name:zh-Hant': '榮州市', 'place': 'city', 'population': '109908', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%98%81%EC%A3%BC%EC%8B%9C', 'wikidata': 'Q42126', 'wikipedia': 'ko:영주시'}"
"node"	"358015529"	"밀양시"	""	""	""	"Miryang"	""	"Q42096"	"int_name=Miryang, name:de=Miryang, name:en=Miryang, name:es=Miryang, name:et=Miryang, name:fr=Miryang, name:ja=密陽市, name:ja_kana=みりゃん, name:ko=밀양시, name:ko-Hani=密陽市, name:ko-Latn=Miryang, name:ru=Мирян, name:zh=密阳市, name:zh-Hant=密陽市"	"{'alt_name:en': 'Milyang', 'alt_name:ko-Latn': 'Milyang', 'int_name': 'Miryang', 'name': '밀양시', 'name:de': 'Miryang', 'name:en': 'Miryang', 'name:es': 'Miryang', 'name:et': 'Miryang', 'name:fr': 'Miryang', 'name:ja': '密陽市', 'name:ja_kana': 'みりゃん', 'name:ko': '밀양시', 'name:ko-Hani': '密陽市', 'name:ko-Latn': 'Miryang', 'name:ru': 'Мирян', 'name:zh': '密阳市', 'name:zh-Hant': '密陽市', 'place': 'city', 'population': '110395', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EB%B0%80%EC%96%91%EC%8B%9C', 'wikidata': 'Q42096', 'wikipedia': 'ko:밀양시'}"
"node"	"358015533"	"사천시"	""	""	""	"Sacheon"	""	"Q42100"	"int_name=Sacheon, name:de=Sacheon, name:en=Sacheon-si, name:es=Sacheon, name:et=Sacheon, name:fr=Sacheon, name:ja=泗川市, name:ja_kana=さちょん, name:ko=사천시, name:ko-Hani=泗川市, name:ko-Latn=Sacheon-si, name:zh=泗川市"	"{'int_name': 'Sacheon', 'name': '사천시', 'name:de': 'Sacheon', 'name:en': 'Sacheon-si', 'name:es': 'Sacheon', 'name:et': 'Sacheon', 'name:fr': 'Sacheon', 'name:ja': '泗川市', 'name:ja_kana': 'さちょん', 'name:ko': '사천시', 'name:ko-Hani': '泗川市', 'name:ko-Latn': 'Sacheon-si', 'name:zh': '泗川市', 'place': 'city', 'population': '117500', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%82%AC%EC%B2%9C%EC%8B%9C', 'wikidata': 'Q42100', 'wikipedia': 'en:Sacheon'}"
"node"	"358015543"	"문경시"	""	""	""	"Mungyeong"	""	"Q42095"	"int_name=Mungyeong, name:de=Mungyeong, name:en=Mungyeong-si, name:es=Mungyeong, name:fr=Mungyeong, name:ja=聞慶市, name:ja_kana=むんぎょん, name:ko=문경시, name:ko-Hani=聞慶市, name:ko-Latn=Mungyeong-si, name:zh=聞慶市"	"{'int_name': 'Mungyeong', 'name': '문경시', 'name:de': 'Mungyeong', 'name:en': 'Mungyeong-si', 'name:es': 'Mungyeong', 'name:fr': 'Mungyeong', 'name:ja': '聞慶市', 'name:ja_kana': 'むんぎょん', 'name:ko': '문경시', 'name:ko-Hani': '聞慶市', 'name:ko-Latn': 'Mungyeong-si', 'name:zh': '聞慶市', 'place': 'city', 'population': '73294', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EB%AC%B8%EA%B2%BD%EC%8B%9C', 'wikidata': 'Q42095'}"
"node"	"358015553"	"나주시"	""	""	""	"Naju"	""	"Q42083"	"int_name=Naju, name:de=Naju, name:en=Naju-si, name:es=Naju, name:et=Naju, name:fr=Naju, name:ja=羅州市, name:ja_kana=なじゅ, name:ko=나주시, name:ko-Hani=羅州市, name:ko-Latn=Naju-si, name:ru=Наджу, name:zh=罗州市, name:zh-Hant=羅州市"	"{'int_name': 'Naju', 'name': '나주시', 'name:de': 'Naju', 'name:en': 'Naju-si', 'name:es': 'Naju', 'name:et': 'Naju', 'name:fr': 'Naju', 'name:ja': '羅州市', 'name:ja_kana': 'なじゅ', 'name:ko': '나주시', 'name:ko-Hani': '羅州市', 'name:ko-Latn': 'Naju-si', 'name:ru': 'Наджу', 'name:zh': '罗州市', 'name:zh-Hant': '羅州市', 'ncat': '교차로및지명', 'place': 'city', 'population': '110110', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EB%82%98%EC%A3%BC%EC%8B%9C', 'wikidata': 'Q42083', 'wikipedia': 'en:Naju'}"
"node"	"358015558"	"남원시"	""	""	""	"Namwon"	"Namwon"	"Q42087"	"name:de=Namwon, name:en=Namwon, name:es=Namwon, name:fr=Namwon, name:ja=南原市, name:ja_kana=なむうぉん, name:ko=남원시, name:ko-Hani=南原市, name:ko-Latn=Namwon-si, name:zh=南原市"	"{'name': '남원시', 'name:de': 'Namwon', 'name:en': 'Namwon', 'name:es': 'Namwon', 'name:fr': 'Namwon', 'name:ja': '南原市', 'name:ja_kana': 'なむうぉん', 'name:ko': '남원시', 'name:ko-Hani': '南原市', 'name:ko-Latn': 'Namwon-si', 'name:zh': '南原市', 'place': 'city', 'population': '84856', 'population:date': '2015', 'source:population': 'https://ko.wikipedia.org/wiki/%EB%82%A8%EC%9B%90%EC%8B%9C', 'wikidata': 'Q42087', 'wikipedia': 'en:Namwon'}"
"node"	"358896776"	"세종"	""	""	""	""	""	"Q20929"	"int_name=Sejong, name:cs=Sedžong, name:de=Sejong, name:el=Σέτζονγκ, name:en=Sejong, name:es=Sejong, name:et=Sejong, name:fr=Sejong, name:ja=世宗特別自治市, name:ko=세종, name:ko-Hani=世宗, name:lt=Sedžongas, name:ru=Седжон, name:th=เมืองเซจง, name:zh=世宗特别自治市, name:zh-Hans=世宗特别自治市, name:zh-Hant=世宗特別自治市, official_name=세종특별자치시, short_name=세종"	"{'ISO3166-2': 'KR-50', 'alt_name:en': 'Sejong Special Autonomous City', 'int_name': 'Sejong', 'name': '세종', 'name:cs': 'Sedžong', 'name:de': 'Sejong', 'name:el': 'Σέτζονγκ', 'name:en': 'Sejong', 'name:es': 'Sejong', 'name:et': 'Sejong', 'name:fr': 'Sejong', 'name:ja': '世宗特別自治市', 'name:ko': '세종', 'name:ko-Hani': '世宗', 'name:lt': 'Sedžongas', 'name:ru': 'Седжон', 'name:th': 'เมืองเซจง', 'name:zh': '世宗特别自治市', 'name:zh-Hans': '世宗特别自治市', 'name:zh-Hant': '世宗特別自治市', 'official_name': '세종특별자치시', 'official_name:en': 'Sejong Metropolitan Autonomous City', 'official_name:ja': '世宗特別自治市', 'official_name:ko': '세종특별자치시', 'official_name:ko-Hani': '世宗特別自治市', 'official_name:zh': '世宗特別自治市', 'place': 'city', 'population': '350854', 'population:date': '2019', 'short_name': '세종', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%84%B8%EC%A2%85%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EC%8B%9C', 'wikidata': 'Q20929', 'wikipedia': 'ko:세종특별자치시'}"
"node"	"358897037"	"정선군"	""	""	""	""	""	"Q50323"	"name:en=Jeongseon, name:ja=旌善郡, name:ko=정선군, name:ko-Hani=旌善郡, name:zh=旌善郡"	"{'name': '정선군', 'name:en': 'Jeongseon', 'name:ja': '旌善郡', 'name:ko': '정선군', 'name:ko-Hani': '旌善郡', 'name:zh': '旌善郡', 'place': 'city', 'wikidata': 'Q50323'}"
"node"	"415148619"	"영천시"	""	""	""	"Yeongcheon"	""	"Q42128"	"int_name=Yeongcheon, name:de=Yeongcheon, name:en=Yeongcheon-si, name:es=Yeongcheon, name:et=Yeongcheon, name:fr=Yeongcheon, name:ja=永川市, name:ja_kana=よんちょん, name:ko=영천시, name:ko-Hani=永川市, name:ko-Latn=Yeongcheon-si, name:zh=永川市"	"{'int_name': 'Yeongcheon', 'name': '영천시', 'name:de': 'Yeongcheon', 'name:en': 'Yeongcheon-si', 'name:es': 'Yeongcheon', 'name:et': 'Yeongcheon', 'name:fr': 'Yeongcheon', 'name:ja': '永川市', 'name:ja_kana': 'よんちょん', 'name:ko': '영천시', 'name:ko-Hani': '永川市', 'name:ko-Latn': 'Yeongcheon-si', 'name:zh': '永川市', 'ncat': '교차로및지명', 'place': 'city', 'population': '100255', 'population:date': '2017', 'source': 'mp2osm', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%98%81%EC%B2%9C%EC%8B%9C', 'wikidata': 'Q42128'}"
"node"	"415151825"	"고성군"	""	""	""	"Goseong"	""	"Q50209"	"int_name=Goseong, name:de=Goseong, name:en=Goseong, name:es=Goseong, name:fr=Goseong, name:ja=高城郡, name:ko=고성군, name:ko-Hani=高城郡, name:ko-Latn=Goseong-gun, name:zh=高城郡"	"{'int_name': 'Goseong', 'name': '고성군', 'name:de': 'Goseong', 'name:en': 'Goseong', 'name:es': 'Goseong', 'name:fr': 'Goseong', 'name:ja': '高城郡', 'name:ko': '고성군', 'name:ko-Hani': '高城郡', 'name:ko-Latn': 'Goseong-gun', 'name:zh': '高城郡', 'note': 'Another one Kosong gun locate at North Korea because of 38°N line', 'place': 'city', 'population': '54060', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B3%A0%EC%84%B1%EA%B5%B0_(%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84)', 'wikidata': 'Q50209'}"
"node"	"415151865"	"양양군"	""	""	""	""	""	"Q50254"	"int_name=Yangyang, name:de=Yangyang, name:en=Yangyang, name:es=Yangyang, name:fr=Yangyang, name:ja=襄陽郡, name:ko=양양군, name:ko-Hani=襄陽郡, name:ko-Latn=Yangyang-gun, name:uk=Ян'ян повіт, name:zh=襄陽郡"	"{'int_name': 'Yangyang', 'name': '양양군', 'name:de': 'Yangyang', 'name:en': 'Yangyang', 'name:es': 'Yangyang', 'name:fr': 'Yangyang', 'name:ja': '襄陽郡', 'name:ko': '양양군', 'name:ko-Hani': '襄陽郡', 'name:ko-Latn': 'Yangyang-gun', 'name:uk': ""Ян'ян повіт"", 'name:zh': '襄陽郡', 'place': 'city', 'population': '27302', 'population:date': '2017', 'source:name:uk': 'https://1drv.ms/b/s!Ar-WXIFaX7UdgQuO6WpVrTr6YYsQ', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%96%91%EC%96%91%EA%B5%B0', 'wikidata': 'Q50254'}"
"node"	"415151931"	"속초시"	""	""	""	"Sokcho"	""	"Q42109"	"int_name=Sokcho, name:de=Sokcho, name:el=Σόκτσο, name:en=Sokcho, name:es=Sokcho, name:fr=Sokcho, name:ja=束草市, name:ko=속초시, name:ko-Hani=束草市, name:ko-Latn=Sokcho-si, name:ru=Сокчхо, name:uk=Сокчхо, name:vi=Sokcho, name:zh=束草市"	"{'alt_name:vi': 'Thúc Thảo', 'int_name': 'Sokcho', 'name': '속초시', 'name:de': 'Sokcho', 'name:el': 'Σόκτσο', 'name:en': 'Sokcho', 'name:es': 'Sokcho', 'name:fr': 'Sokcho', 'name:ja': '束草市', 'name:ko': '속초시', 'name:ko-Hani': '束草市', 'name:ko-Latn': 'Sokcho-si', 'name:ru': 'Сокчхо', 'name:uk': 'Сокчхо', 'name:vi': 'Sokcho', 'name:zh': '束草市', 'place': 'city', 'population': '81537', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%86%8D%EC%B4%88%EC%8B%9C', 'wikidata': 'Q42109', 'wikipedia': 'en:Sokcho'}"
"node"	"415152009"	"인제군"	""	""	""	"Inje"	""	"Q50318"	"int_name=Inje, name:de=Inje, name:en=Inje, name:es=Inje, name:fr=Inje, name:ja=麟蹄郡, name:ko=인제군, name:ko-Hani=麟蹄郡, name:zh=麟蹄郡"	"{'int_name': 'Inje', 'name': '인제군', 'name:de': 'Inje', 'name:en': 'Inje', 'name:es': 'Inje', 'name:fr': 'Inje', 'name:ja': '麟蹄郡', 'name:ko': '인제군', 'name:ko-Hani': '麟蹄郡', 'name:zh': '麟蹄郡', 'place': 'city', 'population': '32531', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%9D%B8%EC%A0%9C%EA%B5%B0', 'wikidata': 'Q50318'}"
"node"	"415152166"	"연천군"	""	""	""	""	""	"Q50258"	"int_name=Yeoncheon, name:de=Yeoncheon, name:en=Yeoncheon, name:es=Yeoncheon, name:fr=Yeoncheon, name:ja=漣川郡, name:ko=연천군, name:ko-Hani=漣川郡, name:ko-Latn=Yeoncheon-gun, name:zh=涟川郡, name:zh-Hant=漣川郡"	"{'int_name': 'Yeoncheon', 'name': '연천군', 'name:de': 'Yeoncheon', 'name:en': 'Yeoncheon', 'name:es': 'Yeoncheon', 'name:fr': 'Yeoncheon', 'name:ja': '漣川郡', 'name:ko': '연천군', 'name:ko-Hani': '漣川郡', 'name:ko-Latn': 'Yeoncheon-gun', 'name:zh': '涟川郡', 'name:zh-Hant': '漣川郡', 'place': 'city', 'population': '45431', 'population:date': '2017', 'source': 'mp2osm', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%97%B0%EC%B2%9C%EA%B5%B0', 'wikidata': 'Q50258'}"
"node"	"415152872"	"양주시"	""	""	""	"Yangju"	""	"Q42124"	"int_name=Yangju, name:de=Yangju, name:en=Yangju, name:es=Yangju, name:et=Yangju, name:fr=Yangju, name:ja=楊州市, name:ko=양주시, name:ko-Hani=楊州市, name:vi=Yangju, name:zh=杨州市, name:zh-Hant=楊州市, official_name=양주시"	"{'alt_name:vi': 'Dương Châu', 'int_name': 'Yangju', 'name': '양주시', 'name:de': 'Yangju', 'name:en': 'Yangju', 'name:es': 'Yangju', 'name:et': 'Yangju', 'name:fr': 'Yangju', 'name:ja': '楊州市', 'name:ko': '양주시', 'name:ko-Hani': '楊州市', 'name:vi': 'Yangju', 'name:zh': '杨州市', 'name:zh-Hant': '楊州市', 'official_name': '양주시', 'official_name:en': 'Yangju-si', 'official_name:ko': '양주시', 'place': 'city', 'population': '221065', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EC%96%91%EC%A3%BC%EC%8B%9C', 'wikidata': 'Q42124', 'wikipedia': 'ko:양주시'}"
"node"	"415152911"	"동두천시"	""	""	""	"Dongducheon"	""	"Q42092"	"int_name=Dongducheon, name:de=Dongducheon, name:en=Dongducheon, name:es=Dongducheon, name:fr=Dongducheon, name:ja=東豆川市, name:ko=동두천시, name:ko-Hani=東豆川市, name:vi=Dongducheon, name:zh=东豆川市, name:zh-Hant=東豆川市"	"{'alt_name:vi': 'Đông Đậu Xuyên', 'int_name': 'Dongducheon', 'name': '동두천시', 'name:de': 'Dongducheon', 'name:en': 'Dongducheon', 'name:es': 'Dongducheon', 'name:fr': 'Dongducheon', 'name:ja': '東豆川市', 'name:ko': '동두천시', 'name:ko-Hani': '東豆川市', 'name:vi': 'Dongducheon', 'name:zh': '东豆川市', 'name:zh-Hant': '東豆川市', 'place': 'city', 'population': '97071', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C', 'wikidata': 'Q42092', 'wikipedia': 'en:Dongducheon'}"
"node"	"415152942"	"포천시"	""	""	""	"Pocheon"	""	"Q42155"	"int_name=Pocheon, name:de=Pocheon, name:en=Pocheon, name:es=Pocheon, name:et=Pocheon, name:fr=Pocheon, name:ja=抱川市, name:ko=포천시, name:ko-Hani=抱川市, name:vi=Pocheon, name:zh=抱川市"	"{'alt_name:vi': 'Bão Xuyên', 'int_name': 'Pocheon', 'name': '포천시', 'name:de': 'Pocheon', 'name:en': 'Pocheon', 'name:es': 'Pocheon', 'name:et': 'Pocheon', 'name:fr': 'Pocheon', 'name:ja': '抱川市', 'name:ko': '포천시', 'name:ko-Hani': '抱川市', 'name:vi': 'Pocheon', 'name:zh': '抱川市', 'place': 'city', 'population': '152925', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%ED%8F%AC%EC%B2%9C%EC%8B%9C', 'wikidata': 'Q42155', 'wikipedia': 'en:Pocheon'}"
"node"	"415152982"	"동해시"	""	""	""	""	""	"Q42093"	"name:de=Donghae, name:en=Donghae, name:es=Donghae, name:fr=Donghae, name:ja=東海市, name:ja-Hira=とんへし, name:ko=동해시, name:ko-Hani=東海市, name:ko-Latn=Donghae-si, name:ru=Тонхэ, name:uk=Тонхе, name:zh=东海市, name:zh-Hant=東海市"	"{'name': '동해시', 'name:de': 'Donghae', 'name:en': 'Donghae', 'name:es': 'Donghae', 'name:fr': 'Donghae', 'name:ja': '東海市', 'name:ja-Hira': 'とんへし', 'name:ko': '동해시', 'name:ko-Hani': '東海市', 'name:ko-Latn': 'Donghae-si', 'name:ru': 'Тонхэ', 'name:uk': 'Тонхе', 'name:zh': '东海市', 'name:zh-Hant': '東海市', 'place': 'city', 'population': '92824', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EB%8F%99%ED%95%B4%EC%8B%9C', 'wikidata': 'Q42093', 'wikipedia': 'en:Donghae City'}"
"node"	"415153024"	"강릉시"	""	""	""	"Gangneung"	"Gangneung"	"Q42056"	"int_name=Gangneung, name:de=Gangneung, name:el=Γκάνγκνουνγκ, name:en=Gangneung, name:es=Gangneung, name:et=Gangneung, name:fr=Gangneung, name:ja=江陵市, name:ja-Hira=かんぬんし, name:ko=강릉시, name:ko-Hani=江陵市, name:ko-Latn=Gangneung-si, name:ru=Каннын, name:uk=Каннин, name:vi=Gangneung, name:zh=江陵市"	"{'alt_name:vi': 'Giang Lăng', 'int_name': 'Gangneung', 'name': '강릉시', 'name:de': 'Gangneung', 'name:el': 'Γκάνγκνουνγκ', 'name:en': 'Gangneung', 'name:es': 'Gangneung', 'name:et': 'Gangneung', 'name:fr': 'Gangneung', 'name:ja': '江陵市', 'name:ja-Hira': 'かんぬんし', 'name:ko': '강릉시', 'name:ko-Hani': '江陵市', 'name:ko-Latn': 'Gangneung-si', 'name:ru': 'Каннын', 'name:uk': 'Каннин', 'name:vi': 'Gangneung', 'name:zh': '江陵市', 'place': 'city', 'population': '213952', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B0%95%EB%A6%89%EC%8B%9C', 'wikidata': 'Q42056', 'wikipedia': 'en:Gangneung'}"
"node"	"415153121"	"횡성군"	""	""	""	""	""	"Q50347"	"int_name=Hoengseong, name:de=Hoengseong, name:en=Hoengseong, name:es=Hoengseong, name:fr=Hoengseong, name:ja=横城郡, name:ko=횡성군, name:ko-Hani=橫城郡, name:zh=橫城郡"	"{'int_name': 'Hoengseong', 'name': '횡성군', 'name:de': 'Hoengseong', 'name:en': 'Hoengseong', 'name:es': 'Hoengseong', 'name:fr': 'Hoengseong', 'name:ja': '横城郡', 'name:ko': '횡성군', 'name:ko-Hani': '橫城郡', 'name:zh': '橫城郡', 'place': 'city', 'population': '46149', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%ED%9A%A1%EC%84%B1%EA%B5%B0', 'wikidata': 'Q50347'}"
"node"	"415153206"	"홍천군"	""	""	""	""	""	"Q50344"	"int_name=Hongcheon, name:de=Hongcheon, name:en=Hongcheon, name:es=Hongcheon, name:fr=Hongcheon, name:ja=洪川郡, name:ko=홍천군, name:ko-Hani=洪川郡, name:zh=洪川郡"	"{'int_name': 'Hongcheon', 'name': '홍천군', 'name:de': 'Hongcheon', 'name:en': 'Hongcheon', 'name:es': 'Hongcheon', 'name:fr': 'Hongcheon', 'name:ja': '洪川郡', 'name:ko': '홍천군', 'name:ko-Hani': '洪川郡', 'name:zh': '洪川郡', 'place': 'city', 'population': '70235', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%ED%99%8D%EC%B2%9C%EA%B5%B0', 'wikidata': 'Q50344', 'wikipedia': 'ko:홍천군'}"
"node"	"415153247"	"강화군"	""	""	""	""	""	"Q50205"	"int_name=Ganghwa, name:de=Ganghwa, name:en=Ganghwa, name:es=Ganghwa, name:fr=Ganghwa, name:ja=江華郡, name:ko=강화군, name:ko-Hani=江華郡, name:ru=Канхва, name:zh=江華郡"	"{'int_name': 'Ganghwa', 'name': '강화군', 'name:de': 'Ganghwa', 'name:en': 'Ganghwa', 'name:es': 'Ganghwa', 'name:fr': 'Ganghwa', 'name:ja': '江華郡', 'name:ko': '강화군', 'name:ko-Hani': '江華郡', 'name:ru': 'Канхва', 'name:zh': '江華郡', 'official_name:en': 'Ganghwa', 'place': 'city', 'population': '68754', 'population:date': '2017', 'source:population': 'https://ko.wikipedia.org/wiki/%EA%B0%95%ED%99%94%EA%B5%B0', 'wikidata': 'Q50205'}"
"node"	"415154093"	"구리시"	""	""	""	"Guri"	""	"Q42071"	"int_name=Guri, name:de=Guri, name:en=Guri, name:es=Guri, name:et=Guri, name:fr=Guri, name:ja=九里市, name:ko=구리시, name:ko-Hani=九里市, name:zh=九里市"	"{'int_name': 'Guri', 'name': '구리시', 'name:de': 'Guri', 'name:en': 'Guri', 'name:es': 'Guri', 'name:et': 'Guri', 'name:fr': 'Guri', 'name:ja': '九里市', 'name:ko': '구리시', 'name:ko-Hani': '九里市', 'name:zh': '九里市', 'place': 'city', 'population': '192051', 'population:date': '2020', 'source:population': '통계청(KOSIS)', 'wikidata': 'Q42071', 'wikipedia': 'en:Guri'}"
"node"	"415154165"	"남양주시"	""	""	""	"Namyangju"	""	"Q42084"	"name:en=Namyangju, name:et=Namyangju, name:ja=南楊州市, name:ko=남양주시, name:ko-Hani=南楊州市, name:vi=Namyangju, name:zh=南楊州市"	"{'alt_name:vi': 'Nam Dương Châu', 'name': '남양주시', 'name:en': 'Namyangju', 'name:et': 'Namyangju', 'name:ja': '南楊州市', 'name:ko': '남양주시', 'name:ko-Hani': '南楊州市', 'name:vi': 'Namyangju', 'name:zh': '南楊州市', 'place': 'city', 'population': '723215', 'population:date': '2021-05-01', 'source:population': 'www.nyj.go.kr', 'wikidata': 'Q42084', 'wikipedia': 'en:Namyangju'}"
