"regio","name:ca","nObjectes","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat","informe","type","id","name","parcial","admin_level","historic:admin_level","nObjectesEditat","nCasosEditat","nObjectesNomWikidataEditat","nCasosNomWikidataEditat"
"Principat","Garraf",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Garraf_name-camino.tsv","relation",2809538,"Garraf",FALSE,7,0,0,0,0,0
"Principat","Garrigues",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Garrigues_name-camino.tsv","relation",2819870,"Garrigues",FALSE,7,0,0,0,0,0
"Principat","Garrotxa",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Garrotxa_name-camino.tsv","relation",2806999,"Garrotxa",FALSE,7,0,0,0,0,0
"Principat","Gironès",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Gironès_name-camino.tsv","relation",2807130,"Gironès",FALSE,7,0,0,0,0,0
"Principat","Maresme",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Maresme_name-camino.tsv","relation",2140187,"Maresme",FALSE,7,0,0,0,0,0
"Principat","Moianès",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Moianès_name-camino.tsv","relation",4791885,"Moianès",FALSE,7,0,0,0,0,0
"Principat","Montsià",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Montsià_name-camino.tsv","relation",2827413,"Montsià",FALSE,7,0,0,0,0,0
"Principat","Noguera",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Noguera_name-camino.tsv","relation",2816276,"Noguera",FALSE,7,0,0,0,0,0
"Principat","Osona",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Osona_name-camino.tsv","relation",2422857,"Osona",FALSE,7,0,0,0,0,0
"Principat","Pallars Jussà",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Pallars Jussà_name-camino.tsv","relation",2810954,"Pallars Jussà",FALSE,7,0,0,0,0,0
"Principat","Pallars Sobirà",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Pallars Sobirà_name-camino.tsv","relation",2810705,"Pallars Sobirà",FALSE,7,0,0,0,0,0
"Principat","Pla d'Urgell",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Pla d'Urgell_name-camino.tsv","relation",2819346,"Pla d'Urgell",FALSE,7,0,0,0,0,0
"Principat","Pla de l'Estany",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Pla de l'Estany_name-camino.tsv","relation",2807146,"Pla de l'Estany",FALSE,7,0,0,0,0,0
"Principat","Priorat",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Priorat_name-camino.tsv","relation",2826145,"Priorat",FALSE,7,0,0,0,0,0
"Principat","Ribera d'Ebre",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Ribera d'Ebre_name-camino.tsv","relation",2829952,"Ribera d'Ebre",FALSE,7,0,0,0,0,0
"Principat","Ripollès",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Ripollès_name-camino.tsv","relation",2806754,"Ripollès",FALSE,7,0,0,0,0,0
"Principat","Segarra",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Segarra_name-camino.tsv","relation",2815579,"Segarra",FALSE,7,0,0,0,0,0
"Principat","Segrià",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Segrià_name-camino.tsv","relation",2819857,"Segrià",FALSE,7,0,0,0,0,0
"Principat","Selva",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Selva_name-camino.tsv","relation",368462,"Selva",FALSE,7,0,0,0,0,0
"Principat","Solsonès",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Solsonès_name-camino.tsv","relation",2809162,"Solsonès",FALSE,7,0,0,0,0,0
"Principat","Tarragonès",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Tarragonès_name-camino.tsv","relation",2822691,"Tarragonès",FALSE,7,0,0,0,0,0
"Principat","Urgell",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Principat-Urgell_name-camino.tsv","relation",2818895,"Urgell",FALSE,7,0,0,0,0,0
"Sardenya","L'Alguer",0,0,0,0,TRUE,"PPCC/camino-camí/informes/informe-Sardenya-L'Alguer_name-camino.tsv","relation",40581,"Alghero - L'Alguer",FALSE,8,0,0,0,0,0
