"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(79379);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"node"	573386418	"Памятник дятловцам"			""	"Pas de Diàtlov"	"Pas de Diàtlov"	"accident"	"Q814484"	""	"{'historic': 'memorial', 'name': 'Памятник дятловцам', 'wikidata': 'Q814484', 'wikipedia': 'ru:Гибель тургруппы Дятлова'}"
"node"	475481849	"Раздольное"			""	"Razdolnoe"	""	"village"	"Q15268230"	""	"{'addr:country': 'RU', 'addr:district': 'Камышловский район', 'addr:postcode': '624836', 'addr:region': 'Свердловская область', 'name': 'Раздольное', 'official_status': 'ru:село', 'place': 'village', 'wikidata': 'Q15268230', 'wikipedia': 'ru:Раздольное (Свердловская область)'}"
"node"	1240305819	"Костино"			""	"Kostino"	""	"village"	"Q2654595"	""	"{'name': 'Костино', 'place': 'village', 'wikidata': 'Q2654595', 'wikipedia': 'ru:Костино (Свердловская область)'}"
"node"	3745888662	"Д. Н. Мамину-Сибиряку"			""	"Dmitrij Narkisovič Mamin-Sibirjak"	""	"human"	"Q2207346"	""	"{'historic': 'memorial', 'inscription': 'Дмитрий Наркисович Мамин-Сибиряк 1852—1912', 'memorial': 'bust', 'name': 'Д. Н. Мамину-Сибиряку', 'start_date': '1955', 'wikidata': 'Q2207346', 'wikipedia': 'ru:Мамин-Сибиряк, Дмитрий Наркисович'}"
"way"	669492160	"скала Дятлова"			""	"Pas de Diàtlov"	"Pas de Diàtlov"	"accident"	"Q814484"	"name:en=Dyatlov-rock, name:hu=Djatlov-sziklák (Gyatlov-sziklák)"	"{'name': 'скала Дятлова', 'name:en': 'Dyatlov-rock', 'name:hu': 'Djatlov-sziklák (Gyatlov-sziklák)', 'natural': 'bare_rock', 'url:hu': 'https://konteo.blogrepublik.eu/2011/11/12/a-djatlov-incidens-ujratoltve/#comment-109023', 'wikidata': 'Q814484', 'wikipedia:hu': 'hu:Gyatlov-rejtély'}"
"way"	20569067	"Широкореченское кладбище"			""	"Cementiri de Xirókaia Retxka"	""	"tourist attraction"	"Q2972516"	""	"{'landuse': 'cemetery', 'name': 'Широкореченское кладбище', 'wikidata': 'Q2972516', 'wikipedia': 'ru:Широкореченское кладбище'}"
"relation"	3566379	"Центральный военный округ"			"Объединённое стратегическое командование \"Центр\""	"Districte Militar Central"	""	"military district of Russia"	"Q2087840"	"name:ar=المنطقة العسكرية المركزية, name:be=Цэнтральная ваенная акруга, name:de=Zentraler Militärbezirk, name:en=Central Military District, name:lt=Centro karinė apygarda, name:ru=Центральный военный округ, short_name=ЦВО"	"{'alt_name': 'Объединённое стратегическое командование \"Центр\"', 'boundary': 'military_district', 'name': 'Центральный военный округ', 'name:ar': 'المنطقة العسكرية المركزية', 'name:be': 'Цэнтральная ваенная акруга', 'name:de': 'Zentraler Militärbezirk', 'name:en': 'Central Military District', 'name:lt': 'Centro karinė apygarda', 'name:ru': 'Центральный военный округ', 'ref': 'ЦВО', 'short_name': 'ЦВО', 'type': 'boundary', 'wikidata': 'Q2087840', 'wikipedia': 'ru:Центральный военный округ (Россия)'}"
"relation"	6179650	"E 22 Russia East"			""	"E22"	"E22"	"road"	"Q322164"	"name:en=E 22 Russia East, name:nl=E22 Rusland Oost, name:ru=Европейский маршрут E 22"	"{'description': 'stretch of route Kazan — Elabuga — Perm — Yekaterinburg — Tyumen — Ishim', 'name': 'E 22 Russia East', 'name:en': 'E 22 Russia East', 'name:nl': 'E22 Rusland Oost', 'name:ru': 'Европейский маршрут E 22', 'network': 'e-road', 'ref': 'E 22', 'route': 'road', 'section': 'Russia East', 'type': 'route', 'wikidata': 'Q322164', 'wikipedia': 'ru:Европейский маршрут E22'}"
"relation"	2832326	"Asian Highway AH7"			""	"AH7"	""	"road"	"Q609635"	"name:de=Asiatische Fernstraße AH7, name:en=Asian Highway AH7, name:ru=Азиатский Маршрут AH7"	"{'distance': '5868 km', 'int_ref': 'AH7', 'name': 'Asian Highway AH7', 'name:de': 'Asiatische Fernstraße AH7', 'name:en': 'Asian Highway AH7', 'name:ru': 'Азиатский Маршрут AH7', 'network': 'AsianHighway', 'ref': 'AH7', 'route': 'road', 'type': 'route', 'wikidata': 'Q609635', 'wikipedia': 'en:AH7'}"
"relation"	1375632	"городской округ Карпинск"			""	"ókrug urbà de Karpinsk"	""	"urban okrug in Russia"	"Q4145664"	"name:ja=カルピンスク管区"	"{'addr:country': 'RU', 'addr:region': 'Свердловская область', 'admin_level': '6', 'boundary': 'administrative', 'name': 'городской округ Карпинск', 'name:ja': 'カルピンスク管区', 'official_status': 'ru:городской округ', 'oktmo:user': '65742000', 'type': 'boundary', 'wikidata': 'Q4145664', 'wikipedia': 'ru:Городской округ Карпинск'}"
"relation"	3827482	"АО \"Уральский завод тяжёлого машиностроения\""			""	"Uralmaix, Uralmash"	"Uralmaix"	"enterprise"	"Q1983444"	""	"{'access': 'private', 'barrier': 'wall', 'landuse': 'industrial', 'name': 'АО \"Уральский завод тяжёлого машиностроения\"', 'type': 'multipolygon', 'wikidata': 'Q1983444', 'wikipedia': 'ru:Уральский завод тяжёлого машиностроения'}"
