"regio","name:ca","nObjectes","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat","type","id","name","parcial","admin_level","historic:admin_level","informe"
"Principat","Ribera d'Ebre",2,2,0,0,FALSE,"relation",2829952,"Ribera d'Ebre",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Ribera d'Ebre_name-parque.tsv"
"Franja","Ribagorça",1,1,0,0,FALSE,"relation",6488309,"La Ribagorza",TRUE,7,NA,"PPCC/parque-parc/informes/informe-Franja-Ribagorça_name-parque.tsv"
"Illes","Pla de Mallorca",1,1,0,0,FALSE,"relation",2175937,"Pla de Mallorca",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Illes-Pla de Mallorca_name-parque.tsv"
"Illes","Raiguer",1,1,0,0,FALSE,"relation",2175689,"Raiguer",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Illes-Raiguer_name-parque.tsv"
"PV","el Baix Segura",1,1,0,0,FALSE,"relation",1692447,"el Baix Segura / La Vega Baja del Segura",TRUE,7,NA,"PPCC/parque-parc/informes/informe-PV-el Baix Segura_name-parque.tsv"
"PV","el Comtat",1,1,0,0,FALSE,"relation",1692441,"el Comtat",FALSE,7,NA,"PPCC/parque-parc/informes/informe-PV-el Comtat_name-parque.tsv"
"PV","l'Alcalatén",1,1,0,0,FALSE,"relation",1111146,"l'Alcalatén",FALSE,7,NA,"PPCC/parque-parc/informes/informe-PV-l'Alcalatén_name-parque.tsv"
"Principat","Alta Ribagorça",1,1,0,0,FALSE,"relation",2810808,"Alta Ribagorça",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Alta Ribagorça_name-parque.tsv"
"Principat","Baix Camp",1,1,0,0,FALSE,"relation",2824935,"Baix Camp",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Baix Camp_name-parque.tsv"
"Principat","Baix Empordà",3,1,0,0,FALSE,"relation",2805694,"Baix Empordà",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Baix Empordà_name-parque.tsv"
"Andorra","Andorra la Vella",0,0,0,0,FALSE,"relation",2804753,"Andorra la Vella",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Andorra-Andorra la Vella_name-parque.tsv"
"Andorra","Canillo",0,0,0,0,FALSE,"relation",2804754,"Canillo",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Andorra-Canillo_name-parque.tsv"
"Andorra","Encamp",0,0,0,0,FALSE,"relation",2804755,"Encamp",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Andorra-Encamp_name-parque.tsv"
"Andorra","Escaldes-Engordany",0,0,0,0,FALSE,"relation",2804756,"Escaldes-Engordany",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Andorra-Escaldes-Engordany_name-parque.tsv"
"Andorra","La Massana",0,0,0,0,FALSE,"relation",2804757,"La Massana",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Andorra-La Massana_name-parque.tsv"
"Andorra","Ordino",0,0,0,0,FALSE,"relation",2804758,"Ordino",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Andorra-Ordino_name-parque.tsv"
"Andorra","Sant Julià de Lòria",0,0,0,0,FALSE,"relation",2804759,"Sant Julià de Lòria",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Andorra-Sant Julià de Lòria_name-parque.tsv"
"CatNord","Alta Cerdanya",0,0,0,0,FALSE,"relation",13433224,"Alta Cerdanya",FALSE,NA,7,"PPCC/parque-parc/informes/informe-CatNord-Alta Cerdanya_name-parque.tsv"
"CatNord","Capcir",0,0,0,0,FALSE,"relation",13433227,"Capcir",FALSE,NA,7,"PPCC/parque-parc/informes/informe-CatNord-Capcir_name-parque.tsv"
"CatNord","Conflent",0,0,0,0,FALSE,"relation",13433226,"Conflent",FALSE,NA,7,"PPCC/parque-parc/informes/informe-CatNord-Conflent_name-parque.tsv"
"CatNord","Rosselló",0,0,0,0,FALSE,"relation",13433228,"Rosselló",FALSE,NA,7,"PPCC/parque-parc/informes/informe-CatNord-Rosselló_name-parque.tsv"
"CatNord","Vallespir",0,0,0,0,FALSE,"relation",13433225,"Vallespir",FALSE,NA,7,"PPCC/parque-parc/informes/informe-CatNord-Vallespir_name-parque.tsv"
"Franja","Baix Aragó",0,0,0,0,FALSE,"relation",6630546,"Bajo Aragón",TRUE,7,NA,"PPCC/parque-parc/informes/informe-Franja-Baix Aragó_name-parque.tsv"
"Franja","Baix Aragó-Casp",0,0,0,0,FALSE,"relation",10601144,"Bajo Aragón-Caspe / Baix Aragó-Casp",TRUE,7,NA,"PPCC/parque-parc/informes/informe-Franja-Baix Aragó-Casp_name-parque.tsv"
"Illes","Formentera",0,0,0,0,FALSE,"relation",6914328,"Formentera",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Illes-Formentera_name-parque.tsv"
"Múrcia","el Carxe",0,0,0,0,FALSE,"relation",11755232,"El Carche",FALSE,NA,NA,"PPCC/parque-parc/informes/informe-Múrcia-el Carxe_name-parque.tsv"
"PV","l'Alt Vinalopó",0,0,0,0,FALSE,"relation",1692439,"l'Alt Vinalopó / El Alto Vinalopó",TRUE,7,NA,"PPCC/parque-parc/informes/informe-PV-l'Alt Vinalopó_name-parque.tsv"
"Principat","Alt Camp",0,0,0,0,FALSE,"relation",2822130,"Alt Camp",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Alt Camp_name-parque.tsv"
"Principat","Alt Empordà",0,0,0,0,FALSE,"relation",2177382,"Alt Empordà",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Alt Empordà_name-parque.tsv"
"Principat","Alt Penedès",0,0,0,0,FALSE,"relation",2809672,"Alt Penedès",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Alt Penedès_name-parque.tsv"
"Principat","Alt Urgell",0,0,0,0,FALSE,"relation",2810001,"Alt Urgell",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Alt Urgell_name-parque.tsv"
"Principat","Bages",0,0,0,0,FALSE,"relation",2350331,"Bages",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Bages_name-parque.tsv"
"Principat","Baix Ebre",0,0,0,0,FALSE,"relation",2826423,"Baix Ebre",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Baix Ebre_name-parque.tsv"
"Principat","Berguedà",0,0,0,0,FALSE,"relation",358838,"Berguedà",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Berguedà_name-parque.tsv"
"Principat","Cerdanya",0,0,0,0,FALSE,"relation",2805972,"Cerdanya",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Cerdanya_name-parque.tsv"
"Principat","Conca de Barberà",0,0,0,0,FALSE,"relation",2822039,"Conca de Barberà",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Conca de Barberà_name-parque.tsv"
"Principat","Garraf",0,0,0,0,FALSE,"relation",2809538,"Garraf",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Garraf_name-parque.tsv"
"Principat","Garrotxa",0,0,0,0,FALSE,"relation",2806999,"Garrotxa",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Garrotxa_name-parque.tsv"
"Principat","Gironès",0,0,0,0,FALSE,"relation",2807130,"Gironès",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Gironès_name-parque.tsv"
"Principat","Moianès",0,0,0,0,FALSE,"relation",4791885,"Moianès",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Moianès_name-parque.tsv"
"Principat","Montsià",0,0,0,0,FALSE,"relation",2827413,"Montsià",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Montsià_name-parque.tsv"
"Principat","Noguera",0,0,0,0,FALSE,"relation",2816276,"Noguera",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Noguera_name-parque.tsv"
"Principat","Osona",0,0,0,0,FALSE,"relation",2422857,"Osona",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Osona_name-parque.tsv"
"Principat","Pallars Jussà",0,0,0,0,FALSE,"relation",2810954,"Pallars Jussà",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Pallars Jussà_name-parque.tsv"
"Principat","Pallars Sobirà",0,0,0,0,FALSE,"relation",2810705,"Pallars Sobirà",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Pallars Sobirà_name-parque.tsv"
"Principat","Pla d'Urgell",0,0,0,0,FALSE,"relation",2819346,"Pla d'Urgell",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Pla d'Urgell_name-parque.tsv"
"Principat","Pla de l'Estany",0,0,0,0,FALSE,"relation",2807146,"Pla de l'Estany",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Pla de l'Estany_name-parque.tsv"
"Principat","Priorat",0,0,0,0,FALSE,"relation",2826145,"Priorat",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Priorat_name-parque.tsv"
"Principat","Ripollès",0,0,0,0,FALSE,"relation",2806754,"Ripollès",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Ripollès_name-parque.tsv"
"Principat","Segarra",0,0,0,0,FALSE,"relation",2815579,"Segarra",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Segarra_name-parque.tsv"
"Principat","Segrià",0,0,0,0,FALSE,"relation",2819857,"Segrià",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Segrià_name-parque.tsv"
"Principat","Selva",0,0,0,0,FALSE,"relation",368462,"Selva",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Selva_name-parque.tsv"
"Principat","Solsonès",0,0,0,0,FALSE,"relation",2809162,"Solsonès",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Solsonès_name-parque.tsv"
"Principat","Urgell",0,0,0,0,FALSE,"relation",2818895,"Urgell",FALSE,7,NA,"PPCC/parque-parc/informes/informe-Principat-Urgell_name-parque.tsv"
"Sardenya","L'Alguer",0,0,0,0,FALSE,"relation",40581,"Alghero - L'Alguer",FALSE,8,NA,"PPCC/parque-parc/informes/informe-Sardenya-L'Alguer_name-parque.tsv"
