"type","id","name","name:ca","regio","admin_level","wikidata"
"relation",342919,"Campos","Campos","Illes",8,"Q743716"
"relation",342920,"Campanet","Campanet","Illes",8,"Q850989"
"relation",342921,"Calvià","Calvià","Illes",8,"Q491786"
"relation",342922,"Bunyola","Bunyola","Illes",8,"Q837125"
"relation",342934,"Ariany","Ariany","Illes",8,"Q656449"
"relation",345708,"Vilafranca de Bonany","Vilafranca de Bonany","Illes",8,"Q975679"
"relation",345709,"Valldemossa","Valldemossa","Illes",8,"Q832967"
"relation",346485,"Son Servera","Son Servera","Illes",8,"Q610838"
"relation",346487,"Sineu","Sineu","Illes",8,"Q943922"
"relation",346488,"Sóller","Sóller","Illes",8,"Q832991"
"relation",346793,"Sant Antoni de Portmany","Sant Antoni de Portmany","Illes",8,"Q734805"
"relation",346802,"Sant Josep de sa Talaia","Sant Josep de sa Talaia","Illes",8,"Q983635"
"relation",346803,"Sant Joan","Sant Joan","Illes",8,"Q692920"
"relation",347246,"Felanich","Felanitx","Illes",8,"Q743741"
"relation",347247,"Esporles","Esporles","Illes",8,"Q847321"
"relation",347248,"Estellencs","Estellencs","Illes",8,"Q988702"
"relation",347249,"Eivissa","Eivissa","Illes",8,"Q473914"
"relation",347250,"Inca","Inca","Illes",8,"Q988688"
"relation",347251,"Fornalutx","Fornalutx","Illes",8,"Q950901"
"relation",347253,"Lloseta","Lloseta","Illes",8,"Q847317"
"relation",347546,"Binissalem","Binissalem","Illes",8,"Q837121"
"relation",347547,"Búger","Búger","Illes",8,"Q652988"
"relation",347548,"Alaró","Alaró","Illes",8,"Q850939"
"relation",347549,"Alcúdia","Alcúdia","Illes",8,"Q385923"
"relation",347550,"Algaida","Algaida","Illes",8,"Q851011"
"relation",347551,"Andratx","Andratx","Illes",8,"Q493017"
"relation",347552,"Artà","Artà","Illes",8,"Q715970"
"relation",347553,"Banyalbufar","Banyalbufar","Illes",8,"Q616408"
"relation",347624,"sa Pobla","sa Pobla","Illes",8,"Q984493"
"relation",347625,"Puigpunyent","Puigpunyent","Illes",8,"Q983625"
"relation",347634,"Sencelles","Sencelles","Illes",8,"Q987394"
"relation",347644,"Pollença","Pollença","Illes",8,"Q601112"
"relation",347645,"Porreres","Porreres","Illes",8,"Q925773"
"relation",1809101,"es Migjorn Gran","es Migjorn Gran","Illes",8,"Q984485"
"relation",1809102,"Maó","Maó","Illes",8,"Q49550"
"relation",1809104,"Ciutadella","Ciutadella","Illes",8,"Q899884"
"relation",1809108,"es Castell","es Castell","Illes",8,"Q941533"
"relation",1809111,"Ferreries","Ferreries","Illes",8,"Q983461"
"relation",1809113,"Alaior","Alaior","Illes",8,"Q847324"
"relation",1809115,"es Mercadal","es Mercadal","Illes",8,"Q945653"
"relation",1809121,"Sant Lluís","Sant Lluís","Illes",8,"Q984499"
"relation",2181768,"Formentera","Formentera","Illes",8,"Q52626"
"relation",18000,"Perpignan","Perpinyà","CatNord",8,"Q6730"
"relation",18311,"Le Soler","El Soler","CatNord",8,"Q1163139"
"relation",18316,"Canohès","Cànoes","CatNord",8,"Q598624"
"relation",18318,"Toulouges","Toluges","CatNord",8,"Q1350694"
"relation",18326,"Villeneuve-de-la-Raho","Vilanova de Raò","CatNord",8,"Q1110142"
"relation",18328,"Cabestany","Cabestany","CatNord",8,"Q8970"
"relation",18349,"Saint-Nazaire","Sant Nazari de Rosselló","CatNord",8,"Q1369456"
"relation",18350,"Canet-en-Roussillon","Canet de Rosselló","CatNord",8,"Q380514"
"relation",18351,"Pia","Pià","CatNord",8,"Q510703"
"relation",18352,"Bompas","Bompàs","CatNord",8,"Q1071937"
"relation",18354,"Villelongue-de-la-Salanque","Vilallonga de la Salanca","CatNord",8,"Q1369473"
"relation",18362,"Sainte-Marie-la-Mer","Santa Maria la Mar","CatNord",8,"Q190506"
"relation",18363,"Le Barcarès","el Barcarès","CatNord",8,"Q689457"
"relation",18375,"Cerbère","Cervera de la Marenda","CatNord",8,"Q6667"
"relation",18391,"Banyuls-sur-Mer","Banyuls de la Marenda","CatNord",8,"Q6753"
"relation",18409,"Collioure","Cotlliure","CatNord",8,"Q254829"
"relation",18416,"Argelès-sur-Mer","Argelers","CatNord",8,"Q644728"
"relation",18417,"Elne","Elna","CatNord",8,"Q23073"
"relation",18419,"Saint-André","Sant Andreu de Sureda","CatNord",8,"Q752169"
"relation",18428,"Sorède","Sureda","CatNord",8,"Q190385"
"relation",18475,"Laroque-des-Albères","La Roca d’Alberes","CatNord",8,"Q8895"
"relation",18476,"Le Boulou","El Voló","CatNord",8,"Q8672"
"relation",18477,"Saint-Estève","Sant Esteve del Monestir","CatNord",8,"Q778090"
"relation",18478,"Baho","Bao","CatNord",8,"Q1059798"
"relation",18479,"Baixas","Baixàs","CatNord",8,"Q1093092"
"relation",18482,"Thuir","Tuïr","CatNord",8,"Q199697"
"relation",18484,"Millas","Millars","CatNord",8,"Q1369210"
"relation",18496,"Font-Romeu-Odeillo-Via","Font-romeu, Odelló i Vià","CatNord",8,"Q458715"
"relation",20224,"Prades","Prada","CatNord",8,"Q212450"
"relation",20339,"Ille-sur-Têt","Illa","CatNord",8,"Q689461"
"relation",22531,"Mont-Louis","Montlluís","CatNord",8,"Q622422"
"relation",22588,"Amélie-les-Bains-Palalda","Els banys d'Arles","CatNord",8,"Q7152"
"relation",23234,"Banyuls-dels-Aspres","Banyuls dels Aspres","CatNord",8,"Q1072010"
"relation",23237,"Brouilla","Brullà","CatNord",8,"Q199840"
"relation",23266,"Céret","Ceret","CatNord",8,"Q6643"
"relation",23303,"Palau-del-Vidre","Palau del Vidre","CatNord",8,"Q594597"
"relation",23308,"Llupia","Llupià","CatNord",8,"Q189983"
"relation",23315,"Trouillas","Trullars","CatNord",8,"Q199789"
"relation",23324,"Ponteilla","Pontellà","CatNord",8,"Q1369411"
"relation",23340,"Villemolaque","Vilamulaca","CatNord",8,"Q782514"
"relation",23759,"Peyrestortes","Paretstortes","CatNord",8,"Q195160"
"relation",23763,"Espira-de-l'Agly","Espirà de l'Aglí","CatNord",8,"Q1110218"
"relation",23790,"Tresserre","Trasserra","CatNord",8,"Q197369"
"relation",23795,"Passa","Paçà","CatNord",8,"Q1369424"
"relation",23804,"Fourques","Forques","CatNord",8,"Q1093067"
"relation",23814,"Tordères","Torderes","CatNord",8,"Q199824"
"relation",23823,"Llauro","Llauró","CatNord",8,"Q1369316"
"relation",23895,"Montauriol","Montoriol","CatNord",8,"Q752538"
"relation",24457,"Castelnou","Castellnou","CatNord",8,"Q191094"
"relation",24458,"Sainte-Colombe-de-la-Commanderie","Santa Coloma de Tuïr","CatNord",8,"Q1350616"
"relation",24459,"Terrats","Terrats","CatNord",8,"Q1369520"
"relation",24858,"Caixas","Queixàs","CatNord",8,"Q1071950"
"relation",24940,"Camélas","Cameles","CatNord",8,"Q188282"
"relation",25873,"Saint-Jean-Lasseille","Sant Joan la Cella","CatNord",8,"Q190225"
"relation",27529,"Calmeilles","Calmella","CatNord",8,"Q7963"
"relation",34167,"Cases-de-Pène","Cases de Pena","CatNord",8,"Q1093042"
"relation",51547,"Estavar","Estavar","CatNord",8,"Q190407"
"relation",53365,"Les Angles","els Angles","CatNord",8,"Q1110114"
"relation",54461,"Égat","Èguet","CatNord",8,"Q1163187"
"relation",54467,"Oms","Oms","CatNord",8,"Q7158"
"relation",54469,"Los Masos","Los Masos","CatNord",8,"Q531252"
"relation",54471,"Saint-Génis-des-Fontaines","Sant Genís de Fontanes","CatNord",8,"Q752157"
"relation",74277,"Saillagouse","Sallagosa","CatNord",8,"Q582724"
"relation",74281,"Nahuja","Naüja","CatNord",8,"Q585468"
"relation",74284,"Ur","Ur","CatNord",8,"Q632044"
"relation",74308,"Enveitg","Enveig","CatNord",8,"Q752263"
"relation",74309,"Pézilla-la-Rivière","Pesillà de la Ribera","CatNord",8,"Q1369142"
"relation",74310,"Vinça","Vinçà","CatNord",8,"Q1113972"
"relation",74988,"Targasonne","Targasona","CatNord",8,"Q1350666"
"relation",74993,"Torreilles","Torrelles de la Salanca","CatNord",8,"Q752160"
"relation",80067,"Osséja","Oceja","CatNord",8,"Q1369732"
"relation",81599,"Port-Vendres","Portvendres","CatNord",8,"Q204648"
"relation",123160,"Err","Er","CatNord",8,"Q1369252"
"relation",269776,"Ortaffa","Ortafà","CatNord",8,"Q784153"
"relation",270405,"Saint-Laurent-de-la-Salanque","Sant Llorenç de la Salanca","CatNord",8,"Q199847"
"relation",271192,"Le Perthus","el Pertús","CatNord",8,"Q6684"
"relation",271356,"Montescot","Montescot","CatNord",8,"Q1369653"
"relation",271429,"Corneilla-del-Vercol","Cornellà del Bercol","CatNord",8,"Q191063"
"relation",271495,"Théza","Tesà","CatNord",8,"Q199709"
"relation",271536,"Saleilles","Salelles","CatNord",8,"Q1369439"
"relation",271664,"Alénya","Alenyà","CatNord",8,"Q450961"
"relation",271713,"Saint-Cyprien","Sant Cebrià de Rosselló","CatNord",8,"Q752547"
"relation",272157,"Latour-Bas-Elne","la Torre d'Elna","CatNord",8,"Q1369338"
"relation",273497,"Pollestres","Pollestres","CatNord",8,"Q779238"
"relation",273498,"Bages","Bages de Rosselló","CatNord",8,"Q955962"
"relation",274180,"Néfiach","Nefiac","CatNord",8,"Q339360"
"relation",392022,"Latour-de-Carol","La Tor de Querol","CatNord",8,"Q1114031"
"relation",392027,"Valcebollère","Vallcebollera","CatNord",8,"Q516509"
"relation",392033,"Palau-de-Cerdagne","Palau de Cerdanya","CatNord",8,"Q545632"
"relation",392223,"Villefranche-de-Conflent","Vilafranca de Conflent","CatNord",8,"Q501114"
"relation",392304,"Maureillas-las-Illas","Morellàs i les Illes","CatNord",8,"Q7972"
"relation",392308,"Saint-Féliu-d'Avall","Sant Feliu d'Avall","CatNord",8,"Q191008"
"relation",401880,"Reynès","Reiners","CatNord",8,"Q6627"
"relation",409332,"Codalet","Codalet","CatNord",8,"Q1110132"
"relation",409377,"Porté-Puymorens","Portè i Pimorent","CatNord",8,"Q1072001"
"relation",409749,"Eyne","Eina","CatNord",8,"Q290830"
"relation",1069580,"Matemale","Matamala","CatNord",8,"Q1369350"
"relation",1209766,"Vernet-les-Bains","Vernet","CatNord",8,"Q190011"
"relation",1235861,"Llo","Llo","CatNord",8,"Q632053"
"relation",1382208,"Claira","Clairà","CatNord",8,"Q199773"
"relation",1430537,"Saint-Féliu-d'Amont","Sant Feliu d'Amunt","CatNord",8,"Q1369262"
"relation",1664392,"Corneilla-la-Rivière","Cornellà de la Ribera","CatNord",8,"Q197709"
"relation",1664393,"Rivesaltes","Ribesaltes","CatNord",8,"Q689466"
"relation",1664394,"Saint-Hippolyte","Sant Hipòlit de la Salanca","CatNord",8,"Q1409088"
"relation",1664395,"Salses-le-Château","Salses","CatNord",8,"Q821246"
"relation",1664419,"Saint-Jean-Pla-de-Corts","Sant Joan de Pladecorts","CatNord",8,"Q8657"
"relation",1664420,"Vivès","Vivers","CatNord",8,"Q1153177"
"relation",1798944,"Calce","Calce","CatNord",8,"Q530366"
"relation",1798945,"Villeneuve-la-Rivière","Vilanova de la Ribera","CatNord",8,"Q1369232"
"relation",1820709,"Bourg-Madame","la Guingueta d'Ix","CatNord",8,"Q329276"
"relation",1918699,"Corbère-les-Cabanes","Corbera de les Cabanes","CatNord",8,"Q1110124"
"relation",1918726,"Corbère","Corbera","CatNord",8,"Q338840"
"relation",1918771,"Saint-Michel-de-Llotes","Sant Miquel de Llotes","CatNord",8,"Q197904"
"relation",1918812,"Casefabre","Casafabre","CatNord",8,"Q1071996"
"relation",1918955,"Prunet-et-Belpuig","Prunet i Belpuig","CatNord",8,"Q199720"
"relation",1919150,"Boule-d'Amont","Bula d'Amunt","CatNord",8,"Q198134"
"relation",1919385,"Bouleternère","Bulaternera","CatNord",8,"Q189957"
"relation",1919494,"Rodès","Rodés","CatNord",8,"Q199706"
"relation",1919933,"Montalba-le-Château","Montalban lo Castèl","CatNord",8,"Q1093217"
"relation",1920120,"Marquixanes","Marquixanes","CatNord",8,"Q199734"
"relation",1920644,"Montner","Montner","CatNord",8,"Q1369706"
"relation",1920758,"Estagel","Estagell","CatNord",8,"Q669539"
"relation",1952519,"Sainte-Léocadie","Santa Llocaia","CatNord",8,"Q1369688"
"relation",1966208,"Bolquère","Bolquera","CatNord",8,"Q1101891"
"relation",2084436,"Porta","Porta","CatNord",8,"Q198196"
"relation",2548784,"Montesquieu-des-Albères","Montesquiu d'Albera","CatNord",8,"Q8997"
"relation",2593113,"Tautavel","Talteüll","CatNord",8,"Q689491"
"relation",2621923,"Villelongue-dels-Monts","Vilallonga dels Monts","CatNord",8,"Q190895"
"relation",2768132,"L'Albère","L'Albera","CatNord",8,"Q1093965"
"relation",2768133,"Les Cluses","les Cluses","CatNord",8,"Q730422"
"relation",2768134,"Taillet","Tellet","CatNord",8,"Q7157"
"relation",2814309,"Dorres","Dorres","CatNord",8,"Q1093077"
"relation",2814313,"Angoustrine-Villeneuve-des-Escaldes","Angostrina i Vilanova de les Escaldes","CatNord",8,"Q736003"
"relation",2814562,"Puyvalador","Puigbalador","CatNord",8,"Q429271"
"relation",2814982,"Fontrabiouse","Font-rabiosa","CatNord",8,"Q1071929"
"relation",2815058,"Formiguères","Formiguera","CatNord",8,"Q1094347"
"relation",2815362,"Vingrau","Vingrau","CatNord",8,"Q198146"
"relation",2815369,"Opoul-Périllos","Òpol i Perellós","CatNord",8,"Q1369116"
"relation",2816871,"Tarerach","Tarerac","CatNord",8,"Q1350733"
"relation",2817026,"Arboussols","Arboçols","CatNord",8,"Q199851"
"relation",2820388,"Eus","Eus","CatNord",8,"Q919415"
"relation",2820610,"Catllar","Catllà","CatNord",8,"Q197689"
"relation",2820751,"Molitg-les-Bains","Molig","CatNord",8,"Q752153"
"relation",2820851,"Campôme","Campome","CatNord",8,"Q735024"
"relation",2827098,"Mosset","Mosset","CatNord",8,"Q190171"
"relation",2827311,"Ria-Sirach","Rià i Cirac","CatNord",8,"Q752117"
"relation",2828302,"Conat","Conat","CatNord",8,"Q1093149"
"relation",2828560,"Urbanya","Orbanyà","CatNord",8,"Q175206"
"relation",2829664,"Réal","Real","CatNord",8,"Q1350410"
"relation",2853657,"Saint-Pierre-dels-Forcats","Sant Pere dels Forcats","CatNord",8,"Q190480"
"relation",2853759,"La Cabanasse","la Cabanassa","CatNord",8,"Q190144"
"relation",2853831,"Planès","Planès","CatNord",8,"Q524705"
"relation",2853900,"La Llagonne","la Llaguna","CatNord",8,"Q1163153"
"relation",2854010,"Sauto","Sautó","CatNord",8,"Q1445541"
"relation",2854137,"Fontpédrouse","Fontpedrosa","CatNord",8,"Q1093130"
"relation",2858704,"Rigarda","Rigardà","CatNord",8,"Q1350716"
"relation",2858743,"Joch","Jóc","CatNord",8,"Q752284"
"relation",2858774,"Finestret","Finestret","CatNord",8,"Q727456"
"relation",2862615,"Espira-de-Conflent","Espirà de Conflent","CatNord",8,"Q190160"
"relation",2862650,"Glorianes","Glorianes","CatNord",8,"Q597816"
"relation",2862710,"Corneilla-de-Conflent","Cornellà de Conflent","CatNord",8,"Q198509"
"relation",2862762,"Fillols","Fillols","CatNord",8,"Q1369389"
"relation",2863980,"Taurinya","Taurinyà","CatNord",8,"Q198056"
"relation",2864868,"Clara-Villerach","Clarà i Villerac","CatNord",8,"Q199744"
"relation",2865282,"Estoher","Estoer","CatNord",8,"Q199805"
"relation",2868083,"Baillestavy","Vallestàvia","CatNord",8,"Q1047022"
"relation",2875269,"Nohèdes","Noedes","CatNord",8,"Q1369671"
"relation",2875472,"Fuilla","Fullà","CatNord",8,"Q379442"
"relation",2897486,"Serdinya","Serdinyà","CatNord",8,"Q943165"
"relation",2897517,"Jujols","Jújols","CatNord",8,"Q1377402"
"relation",2897645,"Sansa","Censà","CatNord",8,"Q1350465"
"relation",2912280,"Railleu","Ralleu","CatNord",8,"Q190092"
"relation",2912304,"Caudiès-de-Conflent","Caudiers de Conflent","CatNord",8,"Q190045"
"relation",2912344,"Ayguatébia-Talau","Aiguatèbia i Talau","CatNord",8,"Q1093162"
"relation",2912375,"Oreilla","Orellà","CatNord",8,"Q1369645"
"relation",2912388,"Olette","Oleta i Èvol","CatNord",8,"Q752260"
"relation",2913416,"Canaveilles","Canavelles","CatNord",8,"Q603348"
"relation",2913446,"Souanyas","Soanyes","CatNord",8,"Q190268"
"relation",2913461,"Escaro","Escaró","CatNord",8,"Q578495"
"relation",2913485,"Sahorre","Saorra","CatNord",8,"Q1350593"
"relation",2913659,"Thuès-Entre-Valls","Toès i Entrevalls","CatNord",8,"Q1350627"
"relation",2913745,"Py","Pi de Conflent","CatNord",8,"Q178846"
"relation",2913805,"Mantet","Mentet","CatNord",8,"Q1369164"
"relation",2913808,"Nyer","Nyer","CatNord",8,"Q1369638"
"relation",2913877,"Casteil","Castell de Vernet","CatNord",8,"Q199756"
"relation",2918640,"Prats-de-Mollo-la-Preste","Prats de Molló i la Presta","CatNord",8,"Q828602"
"relation",2918769,"Le Tech","Riu Tec","CatNord",8,"Q197968"
"relation",2918951,"Montferrer","Montferrer","CatNord",8,"Q7160"
"relation",2918996,"Corsavy","Cortsaví","CatNord",8,"Q7154"
"relation",2919019,"Valmanya","Vallmanya","CatNord",8,"Q1093084"
"relation",2919091,"La Bastide","la Bastida","CatNord",8,"Q673917"
"relation",2919179,"Saint-Marsal","Sant Marçal","CatNord",8,"Q971883"
"relation",2924113,"Taulis","Teulís","CatNord",8,"Q1350447"
"relation",2924251,"Montbolo","Montboló","CatNord",8,"Q8862"
"relation",2924277,"Arles-sur-Tech","Arles","CatNord",8,"Q7897"
"relation",2924304,"Saint-Laurent-de-Cerdans","Sant Llorenç de Cerdans","CatNord",8,"Q199742"
"relation",2924446,"Coustouges","Costoja","CatNord",8,"Q6660"
"relation",2926262,"Lamanère","La Menera","CatNord",8,"Q1369192"
"relation",2926263,"Serralongue","Serrallonga","CatNord",8,"Q1350641"
"relation",339572,"Valjunquera / Valljunquera","Valljunquera","Franja",8,"Q1651425"
"relation",339573,"Valderrobres / Vall de Roures","Vall de Roures","Franja",8,"Q1641285"
"relation",339574,"Valdeltormo / La Vall del Tormo","La Vall del Tormo","Franja",8,"Q1650770"
"relation",339664,"Alcampell / el Campell","el Campell","Franja",8,"Q984400"
"relation",339809,"Viacamp y Litera","Viacamp i Lliterà","Franja",8,"Q984673"
"relation",339810,"Beranuy","Beranui","Franja",8,"Q1020564"
"relation",339811,"Velilla de Cinca","Vilella de Cinca","Franja",8,"Q549900"
"relation",339855,"Beceite / Beseit","Beseit","Franja",8,"Q525455"
"relation",339928,"Torre de Arcas / Torredarques","Torredarques","Franja",8,"Q1650917"
"relation",339930,"Torre del Compte / La Torre del Comte","La Torre del Comte","Franja",8,"Q1641245"
"relation",340016,"Arén","Areny de Noguera","Franja",8,"Q719174"
"relation",340454,"Maella","Maella","Franja",8,"Q956524"
"relation",340476,"Peralta de Calasanz","Peralta i Calassanç","Franja",8,"Q984640"
"relation",340826,"Montanuy","Montanui","Franja",8,"Q768770"
"relation",340828,"Monesma y Cajigar","Monesma i Queixigar","Franja",8,"Q984593"
"relation",341056,"Belmonte de San José / Bellmunt de Mesquí","Bellmunt de Mesquí","Franja",8,"Q1652468"
"relation",341530,"Fraga","Fraga","Franja",8,"Q904212"
"relation",341762,"La Cerollera","la Sorollera","Franja",8,"Q1651537"
"relation",342544,"La Ginebrosa","la Ginebrosa","Franja",8,"Q1651455"
"relation",342552,"Fuentespalda / Fontdespatla","Fontdespatla","Franja",8,"Q1653347"
"relation",342891,"Ráfales / Ràfels","Ràfels","Franja",8,"Q1651261"
"relation",342910,"Peñarroya de Tastavíns / Pena-roja de Tastavins","Pena-roja de Tastavins","Franja",8,"Q539588"
"relation",343242,"Monroyo / Montroig","Montroig","Franja",8,"Q1651239"
"relation",343500,"Baldellou","Valldellou","Franja",8,"Q804776"
"relation",343505,"Azanuy-Alins","Sanui i Alins","Franja",8,"Q793581"
"relation",343506,"Baells","Baells","Franja",8,"Q812714"
"relation",343586,"Torrente de Cinca","Torrent de Cinca","Franja",8,"Q983642"
"relation",343589,"Torre la Ribera","Tor-la-ribera","Franja",8,"Q984625"
"relation",343818,"Bonansa","Bonansa","Franja",8,"Q748790"
"relation",343893,"Cretas / Queretes","Queretes","Franja",8,"Q1652414"
"relation",343894,"La Codoñera / la Codonyera","la Codonyera","Franja",8,"Q1651558"
"relation",344118,"Albelda","Albelda","Franja",8,"Q956462"
"relation",344419,"Altorricón / el Torricó","el Torricó","Franja",8,"Q444400"
"relation",344563,"Zaidín","Saidí","Franja",8,"Q144331"
"relation",344648,"Torrevelilla / Torre de Vilella","la Torre de Vilella","Franja",8,"Q1553894"
"relation",345064,"Aguaviva / Aiguaviva de Bergantes","Aiguaviva de Bergantes","Franja",8,"Q1770476"
"relation",345154,"Mequinenza","Mequinensa","Franja",8,"Q837051"
"relation",345327,"Castigaleu","Castigaleu","Franja",8,"Q987456"
"relation",345329,"Castillonroy","Castellonroi","Franja",8,"Q987426"
"relation",345368,"Arens de Lledó / Arenys de Lledó","Arenys de Lledó","Franja",8,"Q642147"
"relation",345466,"Fabara / Favara","Favara","Franja",8,"Q956450"
"relation",345467,"Fayón / Faió","Faió","Franja",8,"Q1639270"
"relation",345484,"Lascuarre","Lasquarri","Franja",8,"Q984631"
"relation",345485,"Laspaúles","Les Paüls","Franja",8,"Q371846"
"relation",345704,"Calaceite / Calaceit","Calaceit","Franja",8,"Q954175"
"relation",345764,"Isábena","Isàvena","Franja",8,"Q984623"
"relation",345855,"La Portellada","la Portellada","Franja",8,"Q1651470"
"relation",345972,"La Cañada de Verich / la Canyada de Beric","la Canyada de Beric","Franja",8,"Q1553963"
"relation",346042,"Estopiñán del Castillo / Estopanyà","Estopanyà","Franja",8,"Q426376"
"relation",346254,"Vencillón","Vensilló","Franja",8,"Q984615"
"relation",346643,"Nonaspe / Nonasp","Nonasp","Franja",8,"Q1628416"
"relation",347188,"Fórnoles / Fórnols","Fórnols","Franja",8,"Q2409408"
"relation",347244,"La Fresneda / la Freixneda","la Freixneda","Franja",8,"Q1651574"
"relation",347468,"Puente de Montañana","Pont de Montanyana","Franja",8,"Q963830"
"relation",347785,"Lledó / Lledó d'Algars","Lledó d'Algars","Franja",8,"Q1644835"
"relation",347791,"Mazaleón / Massalió","Massalió","Franja",8,"Q1651159"
"relation",347826,"Tolva","Tolba","Franja",8,"Q1020532"
"relation",347836,"Sopeira","Sopeira","Franja",8,"Q541865"
"relation",348026,"Benabarre","Benavarri","Franja",8,"Q816666"
"relation",348103,"Tamarite de Litera","Tamarit de Llitera","Franja",8,"Q633385"
"relation",348113,"San Esteban de Litera","Sant Esteve de Llitera","Franja",8,"Q389110"
"relation",348882,"Camporrells","Camporrells","Franja",8,"Q985141"
"relation",11755232,"El Carche","el Carxe","Múrcia",NA,"Q1765102"
"relation",339488,"l'Esquirol","l'Esquirol","Principat",8,"Q13837"
"relation",339489,"Santa Maria de Merlès","Santa Maria de Merlès","Principat",8,"Q15541"
"relation",339490,"Santa Maria de Martorelles","Santa Maria de Martorelles","Principat",8,"Q15455"
"relation",339492,"Santa Margarida de Montbui","Santa Margarida de Montbui","Principat",8,"Q15968"
"relation",339493,"Santa Margarida i els Monjos","Santa Margarida i els Monjos","Principat",8,"Q660350"
"relation",339495,"Camarasa","Camarasa","Principat",8,"Q1995286"
"relation",339498,"Cabanabona","Cabanabona","Principat",8,"Q1770856"
"relation",339499,"Cabó","Cabó","Principat",8,"Q1752450"
"relation",339500,"Castelldans","Castelldans","Principat",8,"Q1770839"
"relation",339501,"Castellar de la Ribera","Castellar de la Ribera","Principat",8,"Q1901187"
"relation",339502,"Castellnou de Seana","Castellnou de Seana","Principat",8,"Q1116148"
"relation",339503,"Castelló de Farfanya","Castelló de Farfanya","Principat",8,"Q1770851"
"relation",339509,"Santa Maria d'Oló","Santa Maria d'Oló","Principat",8,"Q16735"
"relation",339515,"Santa Maria de Palautordera","Santa Maria de Palautordera","Principat",8,"Q15456"
"relation",339613,"Castellar de n'Hug","Castellar de n'Hug","Principat",8,"Q15493"
"relation",339614,"Castellbell i el Vilar","Castellbell i el Vilar","Principat",8,"Q16684"
"relation",339615,"Castellar del Riu","Castellar del Riu","Principat",8,"Q15494"
"relation",339616,"Castellar del Vallès","Castellar del Vallès","Principat",8,"Q13918"
"relation",339617,"Castelldefels","Castelldefels","Principat",8,"Q15597"
"relation",339618,"Castell de l'Areny","Castell de l'Areny","Principat",8,"Q15492"
"relation",339619,"Castellbisbal","Castellbisbal","Principat",8,"Q13921"
"relation",339620,"Castellcir","Castellcir","Principat",8,"Q15407"
"relation",339621,"Castellet i la Gornal","Castellet i la Gornal","Principat",8,"Q1228799"
"relation",339622,"Castellfollit del Boix","Castellfollit del Boix","Principat",8,"Q16685"
"relation",339815,"Bell-lloc d'Urgell","Bell-lloc d'Urgell","Principat",8,"Q1902343"
"relation",339816,"Bellmunt d'Urgell","Bellmunt d'Urgell","Principat",8,"Q1901711"
"relation",339817,"Balaguer","Balaguer","Principat",8,"Q696797"
"relation",339818,"Barbens","Barbens","Principat",8,"Q604286"
"relation",339819,"la Baronia de Rialb","la Baronia de Rialb","Principat",8,"Q492548"
"relation",339820,"la Vall de Boí","la Vall de Boí","Principat",8,"Q12711"
"relation",339821,"Bassella","Bassella","Principat",8,"Q810494"
"relation",339823,"Belianes","Belianes","Principat",8,"Q1902089"
